Entity,Code,Day,Total confirmed deaths due to COVID-19,Total confirmed cases of COVID-19
France,FRA,2020-11-26,44598.0,1935328.0
France,FRA,2020-11-27,44598.0,1935328.0
France,FRA,2020-11-28,44598.0,1935328.0
France,FRA,2020-11-29,49277.0,2012405.0
France,FRA,2020-11-30,49277.0,2012405.0
France,FRA,2020-12-01,49277.0,2012405.0
France,FRA,2020-12-02,49277.0,2012405.0
France,FRA,2020-12-03,49277.0,2012405.0
France,FRA,2020-12-04,49277.0,2012405.0
France,FRA,2020-12-05,49277.0,2012405.0
France,FRA,2020-12-06,53240.0,2083777.0
France,FRA,2020-12-07,53240.0,2083777.0
France,FRA,2020-12-08,53240.0,2083777.0
France,FRA,2020-12-09,53240.0,2083777.0
France,FRA,2020-12-10,53240.0,2083777.0
France,FRA,2020-12-11,53240.0,2083777.0
France,FRA,2020-12-12,53240.0,2083777.0
France,FRA,2020-12-13,57032.0,2161451.0
France,FRA,2020-12-14,57032.0,2161451.0
France,FRA,2020-12-15,57032.0,2161451.0
France,FRA,2020-12-16,57032.0,2161451.0
France,FRA,2020-12-17,57032.0,2161451.0
France,FRA,2020-12-18,57032.0,2161451.0
France,FRA,2020-12-19,57032.0,2161451.0
France,FRA,2020-12-20,60415.0,2254370.0
France,FRA,2020-12-21,60415.0,2254370.0
France,FRA,2020-12-22,60415.0,2254370.0
France,FRA,2020-12-23,60415.0,2254370.0
France,FRA,2020-12-24,60415.0,2254370.0
France,FRA,2020-12-25,60415.0,2254370.0
France,FRA,2020-12-26,60415.0,2254370.0
France,FRA,2020-12-27,63534.0,2338258.0
France,FRA,2020-12-28,63534.0,2338258.0
France,FRA,2020-12-29,63534.0,2338258.0
France,FRA,2020-12-30,63534.0,2338258.0
France,FRA,2020-12-31,63534.0,2338258.0
France,FRA,2021-01-01,63534.0,2338258.0
France,FRA,2021-01-02,63534.0,2338258.0
France,FRA,2021-01-03,66449.0,2427206.0
France,FRA,2021-01-04,66449.0,2427206.0
France,FRA,2021-01-05,66449.0,2427206.0
France,FRA,2021-01-06,66449.0,2427206.0
France,FRA,2021-01-07,66449.0,2427206.0
France,FRA,2021-01-08,66449.0,2427206.0
France,FRA,2021-01-09,66449.0,2427206.0
France,FRA,2021-01-10,69878.0,2549469.0
France,FRA,2021-01-11,69878.0,2549469.0
France,FRA,2021-01-12,69878.0,2549469.0
France,FRA,2021-01-13,69878.0,2549469.0
France,FRA,2021-01-14,69878.0,2549469.0
France,FRA,2021-01-15,69878.0,2549469.0
France,FRA,2021-01-16,69878.0,2549469.0
France,FRA,2021-01-17,73332.0,2668311.0
France,FRA,2021-01-18,73332.0,2668311.0
France,FRA,2021-01-19,73332.0,2668311.0
France,FRA,2021-01-20,73332.0,2668311.0
France,FRA,2021-01-21,73332.0,2668311.0
France,FRA,2021-01-22,73332.0,2668311.0
France,FRA,2021-01-23,73332.0,2668311.0
France,FRA,2021-01-24,76746.0,2798460.0
France,FRA,2021-01-25,76746.0,2798460.0
France,FRA,2021-01-26,76746.0,2798460.0
France,FRA,2021-01-27,76746.0,2798460.0
France,FRA,2021-01-28,76746.0,2798460.0
France,FRA,2021-01-29,76746.0,2798460.0
France,FRA,2021-01-30,76746.0,2798460.0
France,FRA,2021-01-31,79905.0,2931084.0
France,FRA,2021-02-01,79905.0,2931084.0
France,FRA,2021-02-02,79905.0,2931084.0
France,FRA,2021-02-03,79905.0,2931084.0
France,FRA,2021-02-04,79905.0,2931084.0
France,FRA,2021-02-05,79905.0,2931084.0
France,FRA,2021-02-06,79905.0,2931084.0
France,FRA,2021-02-07,82974.0,3059535.0
France,FRA,2021-02-08,82974.0,3059535.0
France,FRA,2021-02-09,82974.0,3059535.0
France,FRA,2021-02-10,82974.0,3059535.0
France,FRA,2021-02-11,82974.0,3059535.0
France,FRA,2021-02-12,82974.0,3059535.0
France,FRA,2021-02-13,82974.0,3059535.0
France,FRA,2021-02-14,85866.0,3169971.0
France,FRA,2021-02-15,85866.0,3169971.0
France,FRA,2021-02-16,85866.0,3169971.0
France,FRA,2021-02-17,85866.0,3169971.0
France,FRA,2021-02-18,85866.0,3169971.0
France,FRA,2021-02-19,85866.0,3169971.0
France,FRA,2021-02-20,85866.0,3169971.0
France,FRA,2021-02-21,88382.0,3287522.0
France,FRA,2021-02-22,88382.0,3287522.0
France,FRA,2021-02-23,88382.0,3287522.0
France,FRA,2021-02-24,88382.0,3287522.0
France,FRA,2021-02-25,88382.0,3287522.0
France,FRA,2021-02-26,88382.0,3287522.0
France,FRA,2021-02-27,88382.0,3287522.0
France,FRA,2021-02-28,90533.0,3415218.0
France,FRA,2021-03-01,90533.0,3415218.0
France,FRA,2021-03-02,90533.0,3415218.0
France,FRA,2021-03-03,90533.0,3415218.0
France,FRA,2021-03-04,90533.0,3415218.0
France,FRA,2021-03-05,90533.0,3415218.0
France,FRA,2021-03-06,90533.0,3415218.0
France,FRA,2021-03-07,92566.0,3539477.0
France,FRA,2021-03-08,92566.0,3539477.0
France,FRA,2021-03-09,92566.0,3539477.0
France,FRA,2021-03-10,92566.0,3539477.0
France,FRA,2021-03-11,92566.0,3539477.0
France,FRA,2021-03-12,92566.0,3539477.0
France,FRA,2021-03-13,92566.0,3539477.0
France,FRA,2021-03-14,94438.0,3682455.0
France,FRA,2021-03-15,94438.0,3682455.0
France,FRA,2021-03-16,94438.0,3682455.0
France,FRA,2021-03-17,94438.0,3682455.0
France,FRA,2021-03-18,94438.0,3682455.0
France,FRA,2021-03-19,94438.0,3682455.0
France,FRA,2021-03-20,94438.0,3682455.0
France,FRA,2021-03-21,96237.0,3866278.0
France,FRA,2021-03-22,96237.0,3866278.0
France,FRA,2021-03-23,96237.0,3866278.0
France,FRA,2021-03-24,96237.0,3866278.0
France,FRA,2021-03-25,96237.0,3866278.0
France,FRA,2021-03-26,96237.0,3866278.0
France,FRA,2021-03-27,96237.0,3866278.0
France,FRA,2021-03-28,98071.0,4090242.0
France,FRA,2021-03-29,98071.0,4090242.0
France,FRA,2021-03-30,98071.0,4090242.0
France,FRA,2021-03-31,98071.0,4090242.0
France,FRA,2021-04-01,98071.0,4090242.0
France,FRA,2021-04-02,98071.0,4090242.0
France,FRA,2021-04-03,98071.0,4090242.0
France,FRA,2021-04-04,100030.0,4332649.0
France,FRA,2021-04-05,100030.0,4332649.0
France,FRA,2021-04-06,100030.0,4332649.0
France,FRA,2021-04-07,100030.0,4332649.0
France,FRA,2021-04-08,100030.0,4332649.0
France,FRA,2021-04-09,100030.0,4332649.0
France,FRA,2021-04-10,100030.0,4332649.0
France,FRA,2021-04-11,102150.0,4535867.0
France,FRA,2021-04-12,102150.0,4535867.0
France,FRA,2021-04-13,102150.0,4535867.0
France,FRA,2021-04-14,102150.0,4535867.0
France,FRA,2021-04-15,102150.0,4535867.0
France,FRA,2021-04-16,102150.0,4535867.0
France,FRA,2021-04-17,102150.0,4535867.0
France,FRA,2021-04-18,104117.0,4738021.0
France,FRA,2021-04-19,104117.0,4738021.0
France,FRA,2021-04-20,104117.0,4738021.0
France,FRA,2021-04-21,104117.0,4738021.0
France,FRA,2021-04-22,104117.0,4738021.0
France,FRA,2021-04-23,104117.0,4738021.0
France,FRA,2021-04-24,104117.0,4738021.0
France,FRA,2021-04-25,106179.0,4917483.0
France,FRA,2021-04-26,106179.0,4917483.0
France,FRA,2021-04-27,106179.0,4917483.0
France,FRA,2021-04-28,106179.0,4917483.0
France,FRA,2021-04-29,106179.0,4917483.0
France,FRA,2021-04-30,106179.0,4917483.0
France,FRA,2021-05-01,106179.0,4917483.0
France,FRA,2021-05-02,108133.0,5060391.0
France,FRA,2021-05-03,108133.0,5060391.0
France,FRA,2021-05-04,108133.0,5060391.0
France,FRA,2021-05-05,108133.0,5060391.0
France,FRA,2021-05-06,108133.0,5060391.0
France,FRA,2021-05-07,108133.0,5060391.0
France,FRA,2021-05-08,108133.0,5060391.0
France,FRA,2021-05-09,109666.0,5167020.0
France,FRA,2021-05-10,109666.0,5167020.0
France,FRA,2021-05-11,109666.0,5167020.0
France,FRA,2021-05-12,109666.0,5167020.0
France,FRA,2021-05-13,109666.0,5167020.0
France,FRA,2021-05-14,109666.0,5167020.0
France,FRA,2021-05-15,109666.0,5167020.0
France,FRA,2021-05-16,110855.0,5247890.0
France,FRA,2021-05-17,110855.0,5247890.0
France,FRA,2021-05-18,110855.0,5247890.0
France,FRA,2021-05-19,110855.0,5247890.0
France,FRA,2021-05-20,110855.0,5247890.0
France,FRA,2021-05-21,110855.0,5247890.0
France,FRA,2021-05-22,110855.0,5247890.0
France,FRA,2021-05-23,111795.0,5331345.0
France,FRA,2021-05-24,111795.0,5331345.0
France,FRA,2021-05-25,111795.0,5331345.0
France,FRA,2021-05-26,111795.0,5331345.0
France,FRA,2021-05-27,111795.0,5331345.0
France,FRA,2021-05-28,111795.0,5331345.0
France,FRA,2021-05-29,111795.0,5331345.0
France,FRA,2021-05-30,112567.0,5391736.0
France,FRA,2021-05-31,112567.0,5391736.0
France,FRA,2021-06-01,112567.0,5391736.0
France,FRA,2021-06-02,112567.0,5391736.0
France,FRA,2021-06-03,112567.0,5391736.0
France,FRA,2021-06-04,112567.0,5391736.0
France,FRA,2021-06-05,112567.0,5391736.0
France,FRA,2021-06-06,113132.0,5438219.0
France,FRA,2021-06-07,113132.0,5438219.0
France,FRA,2021-06-08,113132.0,5438219.0
France,FRA,2021-06-09,113132.0,5438219.0
France,FRA,2021-06-10,113132.0,5438219.0
France,FRA,2021-06-11,113132.0,5438219.0
France,FRA,2021-06-12,113132.0,5438219.0
France,FRA,2021-06-13,113487.0,5465223.0
France,FRA,2021-06-14,113487.0,5465223.0
France,FRA,2021-06-15,113487.0,5465223.0
France,FRA,2021-06-16,113487.0,5465223.0
France,FRA,2021-06-17,113487.0,5465223.0
France,FRA,2021-06-18,113487.0,5465223.0
France,FRA,2021-06-19,113487.0,5465223.0
France,FRA,2021-06-20,113796.0,5480043.0
France,FRA,2021-06-21,113796.0,5480043.0
France,FRA,2021-06-22,113796.0,5480043.0
France,FRA,2021-06-23,113796.0,5480043.0
France,FRA,2021-06-24,113796.0,5480043.0
France,FRA,2021-06-25,113796.0,5480043.0
France,FRA,2021-06-26,113796.0,5480043.0
France,FRA,2021-06-27,114030.0,5490733.0
France,FRA,2021-06-28,114030.0,5490733.0
France,FRA,2021-06-29,114030.0,5490733.0
France,FRA,2021-06-30,114030.0,5490733.0
France,FRA,2021-07-01,114030.0,5490733.0
France,FRA,2021-07-02,114030.0,5490733.0
France,FRA,2021-07-03,114030.0,5490733.0
France,FRA,2021-07-04,114201.0,5504639.0
France,FRA,2021-07-05,114201.0,5504639.0
France,FRA,2021-07-06,114201.0,5504639.0
France,FRA,2021-07-07,114201.0,5504639.0
France,FRA,2021-07-08,114201.0,5504639.0
France,FRA,2021-07-09,114201.0,5504639.0
France,FRA,2021-07-10,114201.0,5504639.0
France,FRA,2021-07-11,114343.0,5527957.0
France,FRA,2021-07-12,114343.0,5527957.0
France,FRA,2021-07-13,114343.0,5527957.0
France,FRA,2021-07-14,114343.0,5527957.0
France,FRA,2021-07-15,114343.0,5527957.0
France,FRA,2021-07-16,114343.0,5527957.0
France,FRA,2021-07-17,114343.0,5527957.0
France,FRA,2021-07-18,114439.0,5574613.0
France,FRA,2021-07-19,114439.0,5574613.0
France,FRA,2021-07-20,114439.0,5574613.0
France,FRA,2021-07-21,114439.0,5574613.0
France,FRA,2021-07-22,114439.0,5574613.0
France,FRA,2021-07-23,114439.0,5574613.0
France,FRA,2021-07-24,114439.0,5574613.0
France,FRA,2021-07-25,114558.0,5692691.0
France,FRA,2021-07-26,114558.0,5692691.0
France,FRA,2021-07-27,114558.0,5692691.0
France,FRA,2021-07-28,114558.0,5692691.0
France,FRA,2021-07-29,114558.0,5692691.0
France,FRA,2021-07-30,114558.0,5692691.0
France,FRA,2021-07-31,114558.0,5692691.0
France,FRA,2021-08-01,114798.0,5835874.0
France,FRA,2021-08-02,114798.0,5835874.0
France,FRA,2021-08-03,114798.0,5835874.0
France,FRA,2021-08-04,114798.0,5835874.0
France,FRA,2021-08-05,114798.0,5835874.0
France,FRA,2021-08-06,114798.0,5835874.0
France,FRA,2021-08-07,114798.0,5835874.0
France,FRA,2021-08-08,115080.0,5983009.0
France,FRA,2021-08-09,115080.0,5983009.0
France,FRA,2021-08-10,115080.0,5983009.0
France,FRA,2021-08-11,115080.0,5983009.0
France,FRA,2021-08-12,115080.0,5983009.0
France,FRA,2021-08-13,115080.0,5983009.0
France,FRA,2021-08-14,115080.0,5983009.0
France,FRA,2021-08-15,115433.0,6133939.0
France,FRA,2021-08-16,115433.0,6133939.0
France,FRA,2021-08-17,115433.0,6133939.0
France,FRA,2021-08-18,115433.0,6133939.0
France,FRA,2021-08-19,115433.0,6133939.0
France,FRA,2021-08-20,115433.0,6133939.0
France,FRA,2021-08-21,115433.0,6133939.0
France,FRA,2021-08-22,116132.0,6267510.0
France,FRA,2021-08-23,116132.0,6267510.0
France,FRA,2021-08-24,116132.0,6267510.0
France,FRA,2021-08-25,116132.0,6267510.0
France,FRA,2021-08-26,116132.0,6267510.0
France,FRA,2021-08-27,116132.0,6267510.0
France,FRA,2021-08-28,116132.0,6267510.0
France,FRA,2021-08-29,116596.0,6379634.0
France,FRA,2021-08-30,116596.0,6379634.0
France,FRA,2021-08-31,116596.0,6379634.0
France,FRA,2021-09-01,116596.0,6379634.0
France,FRA,2021-09-02,116596.0,6379634.0
France,FRA,2021-09-03,116596.0,6379634.0
France,FRA,2021-09-04,116596.0,6379634.0
France,FRA,2021-09-05,117085.0,6465416.0
France,FRA,2021-09-06,117085.0,6465416.0
France,FRA,2021-09-07,117085.0,6465416.0
France,FRA,2021-09-08,117085.0,6465416.0
France,FRA,2021-09-09,117085.0,6465416.0
France,FRA,2021-09-10,117085.0,6465416.0
France,FRA,2021-09-11,117085.0,6465416.0
France,FRA,2021-09-12,117522.0,6530236.0
France,FRA,2021-09-13,117522.0,6530236.0
France,FRA,2021-09-14,117522.0,6530236.0
France,FRA,2021-09-15,117522.0,6530236.0
France,FRA,2021-09-16,117522.0,6530236.0
France,FRA,2021-09-17,117522.0,6530236.0
France,FRA,2021-09-18,117522.0,6530236.0
France,FRA,2021-09-19,117908.0,6576972.0
France,FRA,2021-09-20,117908.0,6576972.0
France,FRA,2021-09-21,117908.0,6576972.0
France,FRA,2021-09-22,117908.0,6576972.0
France,FRA,2021-09-23,117908.0,6576972.0
France,FRA,2021-09-24,117908.0,6576972.0
France,FRA,2021-09-25,117908.0,6576972.0
France,FRA,2021-09-26,118239.0,6613086.0
France,FRA,2021-09-27,118239.0,6613086.0
France,FRA,2021-09-28,118239.0,6613086.0
France,FRA,2021-09-29,118239.0,6613086.0
France,FRA,2021-09-30,118239.0,6613086.0
France,FRA,2021-10-01,118239.0,6613086.0
France,FRA,2021-10-02,118239.0,6613086.0
France,FRA,2021-10-03,118515.0,6644002.0
France,FRA,2021-10-04,118515.0,6644002.0
France,FRA,2021-10-05,118515.0,6644002.0
France,FRA,2021-10-06,118515.0,6644002.0
France,FRA,2021-10-07,118515.0,6644002.0
France,FRA,2021-10-08,118515.0,6644002.0
France,FRA,2021-10-09,118515.0,6644002.0
France,FRA,2021-10-10,118706.0,6670348.0
France,FRA,2021-10-11,118706.0,6670348.0
France,FRA,2021-10-12,118706.0,6670348.0
France,FRA,2021-10-13,118706.0,6670348.0
France,FRA,2021-10-14,118706.0,6670348.0
France,FRA,2021-10-15,118706.0,6670348.0
France,FRA,2021-10-16,118706.0,6670348.0
France,FRA,2021-10-17,118881.0,6701443.0
France,FRA,2021-10-18,118881.0,6701443.0
France,FRA,2021-10-19,118881.0,6701443.0
France,FRA,2021-10-20,118881.0,6701443.0
France,FRA,2021-10-21,118881.0,6701443.0
France,FRA,2021-10-22,118881.0,6701443.0
France,FRA,2021-10-23,118881.0,6701443.0
France,FRA,2021-10-24,119060.0,6735684.0
France,FRA,2021-10-25,119060.0,6735684.0
France,FRA,2021-10-26,119060.0,6735684.0
France,FRA,2021-10-27,119060.0,6735684.0
France,FRA,2021-10-28,119060.0,6735684.0
France,FRA,2021-10-29,119060.0,6735684.0
France,FRA,2021-10-30,119060.0,6735684.0
France,FRA,2021-10-31,119237.0,6774109.0
France,FRA,2021-11-01,119237.0,6774109.0
France,FRA,2021-11-02,119237.0,6774109.0
France,FRA,2021-11-03,119237.0,6774109.0
France,FRA,2021-11-04,119237.0,6774109.0
France,FRA,2021-11-05,119237.0,6774109.0
France,FRA,2021-11-06,119237.0,6774109.0
France,FRA,2021-11-07,119449.0,6822166.0
France,FRA,2021-11-08,119449.0,6822166.0
France,FRA,2021-11-09,119449.0,6822166.0
France,FRA,2021-11-10,119449.0,6822166.0
France,FRA,2021-11-11,119449.0,6822166.0
France,FRA,2021-11-12,119449.0,6822166.0
France,FRA,2021-11-13,119449.0,6822166.0
France,FRA,2021-11-14,119682.0,6888527.0
France,FRA,2021-11-15,119682.0,6888527.0
France,FRA,2021-11-16,119682.0,6888527.0
France,FRA,2021-11-17,119682.0,6888527.0
France,FRA,2021-11-18,119682.0,6888527.0
France,FRA,2021-11-19,119682.0,6888527.0
France,FRA,2021-11-20,119682.0,6888527.0
France,FRA,2021-11-21,119999.0,7008228.0
France,FRA,2021-11-22,119999.0,7008228.0
France,FRA,2021-11-23,119999.0,7008228.0
France,FRA,2021-11-24,119999.0,7008228.0
France,FRA,2021-11-25,119999.0,7008228.0
France,FRA,2021-11-26,119999.0,7008228.0
France,FRA,2021-11-27,119999.0,7008228.0
France,FRA,2021-11-28,120453.0,7203450.0
France,FRA,2021-11-29,120453.0,7203450.0
France,FRA,2021-11-30,120453.0,7203450.0
France,FRA,2021-12-01,120453.0,7203450.0
France,FRA,2021-12-02,120453.0,7203450.0
France,FRA,2021-12-03,120453.0,7203450.0
France,FRA,2021-12-04,120453.0,7203450.0
France,FRA,2021-12-05,121072.0,7492249.0
France,FRA,2021-12-06,121072.0,7492249.0
France,FRA,2021-12-07,121072.0,7492249.0
France,FRA,2021-12-08,121072.0,7492249.0
France,FRA,2021-12-09,121072.0,7492249.0
France,FRA,2021-12-10,121072.0,7492249.0
France,FRA,2021-12-11,121072.0,7492249.0
France,FRA,2021-12-12,121975.0,7829534.0
France,FRA,2021-12-13,121975.0,7829534.0
France,FRA,2021-12-14,121975.0,7829534.0
France,FRA,2021-12-15,121975.0,7829534.0
France,FRA,2021-12-16,121975.0,7829534.0
France,FRA,2021-12-17,121975.0,7829534.0
France,FRA,2021-12-18,121975.0,7829534.0
France,FRA,2021-12-19,123008.0,8190186.0
France,FRA,2021-12-20,123008.0,8190186.0
France,FRA,2021-12-21,123008.0,8190186.0
France,FRA,2021-12-22,123008.0,8190186.0
France,FRA,2021-12-23,123008.0,8190186.0
France,FRA,2021-12-24,123008.0,8190186.0
France,FRA,2021-12-25,123008.0,8190186.0
France,FRA,2021-12-26,124165.0,8709926.0
France,FRA,2021-12-27,124165.0,8709926.0
France,FRA,2021-12-28,124165.0,8709926.0
France,FRA,2021-12-29,124165.0,8709926.0
France,FRA,2021-12-30,124165.0,8709926.0
France,FRA,2021-12-31,124165.0,8709926.0
France,FRA,2022-01-01,124165.0,8709926.0
France,FRA,2022-01-02,125480.0,9850650.0
France,FRA,2022-01-03,125480.0,9850650.0
France,FRA,2022-01-04,125480.0,9850650.0
France,FRA,2022-01-05,125480.0,9850650.0
France,FRA,2022-01-06,125480.0,9850650.0
France,FRA,2022-01-07,125480.0,9850650.0
France,FRA,2022-01-08,125480.0,9850650.0
France,FRA,2022-01-09,126964.0,11576867.0
France,FRA,2022-01-10,126964.0,11576867.0
France,FRA,2022-01-11,126964.0,11576867.0
France,FRA,2022-01-12,126964.0,11576867.0
France,FRA,2022-01-13,126964.0,11576867.0
France,FRA,2022-01-14,126964.0,11576867.0
France,FRA,2022-01-15,126964.0,11576867.0
France,FRA,2022-01-16,128463.0,13538779.0
France,FRA,2022-01-17,128463.0,13538779.0
France,FRA,2022-01-18,128463.0,13538779.0
France,FRA,2022-01-19,128463.0,13538779.0
France,FRA,2022-01-20,128463.0,13538779.0
France,FRA,2022-01-21,128463.0,13538779.0
France,FRA,2022-01-22,128463.0,13538779.0
France,FRA,2022-01-23,130121.0,15955822.0
France,FRA,2022-01-24,130121.0,15955822.0
France,FRA,2022-01-25,130121.0,15955822.0
France,FRA,2022-01-26,130121.0,15955822.0
France,FRA,2022-01-27,130121.0,15955822.0
France,FRA,2022-01-28,130121.0,15955822.0
France,FRA,2022-01-29,130121.0,15955822.0
France,FRA,2022-01-30,132054.0,18285196.0
France,FRA,2022-01-31,132054.0,18285196.0
France,FRA,2022-02-01,132054.0,18285196.0
France,FRA,2022-02-02,132054.0,18285196.0
France,FRA,2022-02-03,132054.0,18285196.0
France,FRA,2022-02-04,132054.0,18285196.0
France,FRA,2022-02-05,132054.0,18285196.0
France,FRA,2022-02-06,134050.0,19992784.0
France,FRA,2022-02-07,134050.0,19992784.0
France,FRA,2022-02-08,134050.0,19992784.0
France,FRA,2022-02-09,134050.0,19992784.0
France,FRA,2022-02-10,134050.0,19992784.0
France,FRA,2022-02-11,134050.0,19992784.0
France,FRA,2022-02-12,134050.0,19992784.0
France,FRA,2022-02-13,136038.0,20951423.0
France,FRA,2022-02-14,136038.0,20951423.0
France,FRA,2022-02-15,136038.0,20951423.0
France,FRA,2022-02-16,136038.0,20951423.0
France,FRA,2022-02-17,136038.0,20951423.0
France,FRA,2022-02-18,136038.0,20951423.0
France,FRA,2022-02-19,136038.0,20951423.0
France,FRA,2022-02-20,137783.0,21517370.0
France,FRA,2022-02-21,137783.0,21517370.0
France,FRA,2022-02-22,137783.0,21517370.0
France,FRA,2022-02-23,137783.0,21517370.0
France,FRA,2022-02-24,137783.0,21517370.0
France,FRA,2022-02-25,137783.0,21517370.0
France,FRA,2022-02-26,137783.0,21517370.0
France,FRA,2022-02-27,139114.0,21910919.0
France,FRA,2022-02-28,139114.0,21910919.0
France,FRA,2022-03-01,139114.0,21910919.0
France,FRA,2022-03-02,139114.0,21910919.0
France,FRA,2022-03-03,139114.0,21910919.0
France,FRA,2022-03-04,139114.0,21910919.0
France,FRA,2022-03-05,139114.0,21910919.0
France,FRA,2022-03-06,140208.0,22259203.0
France,FRA,2022-03-07,140208.0,22259203.0
France,FRA,2022-03-08,140208.0,22259203.0
France,FRA,2022-03-09,140208.0,22259203.0
France,FRA,2022-03-10,140208.0,22259203.0
France,FRA,2022-03-11,140208.0,22259203.0
France,FRA,2022-03-12,140208.0,22259203.0
France,FRA,2022-03-13,141028.0,22678431.0
France,FRA,2022-03-14,141028.0,22678431.0
France,FRA,2022-03-15,141028.0,22678431.0
France,FRA,2022-03-16,141028.0,22678431.0
France,FRA,2022-03-17,141028.0,22678431.0
France,FRA,2022-03-18,141028.0,22678431.0
France,FRA,2022-03-19,141028.0,22678431.0
France,FRA,2022-03-20,141820.0,23264759.0
France,FRA,2022-03-21,141820.0,23264759.0
France,FRA,2022-03-22,141820.0,23264759.0
France,FRA,2022-03-23,141820.0,23264759.0
France,FRA,2022-03-24,141820.0,23264759.0
France,FRA,2022-03-25,141820.0,23264759.0
France,FRA,2022-03-26,141820.0,23264759.0
France,FRA,2022-03-27,142547.0,24116752.0
France,FRA,2022-03-28,142547.0,24116752.0
France,FRA,2022-03-29,142547.0,24116752.0
France,FRA,2022-03-30,142547.0,24116752.0
France,FRA,2022-03-31,142547.0,24116752.0
France,FRA,2022-04-01,142547.0,24116752.0
France,FRA,2022-04-02,142547.0,24116752.0
France,FRA,2022-04-03,143348.0,25076110.0
France,FRA,2020-02-10,,12.0
France,FRA,2020-02-11,,12.0
France,FRA,2020-02-12,,12.0
France,FRA,2020-02-13,,12.0
France,FRA,2020-02-14,,12.0
France,FRA,2020-02-15,,12.0
France,FRA,2020-02-16,,12.0
France,FRA,2020-02-17,,12.0
France,FRA,2020-02-18,,12.0
France,FRA,2020-02-19,,12.0
France,FRA,2020-02-20,,12.0
France,FRA,2020-02-21,,12.0
France,FRA,2020-02-22,,12.0
France,FRA,2020-02-23,,16.0
France,FRA,2020-02-24,,16.0
France,FRA,2020-02-25,,16.0
France,FRA,2020-02-26,,16.0
France,FRA,2020-02-27,,16.0
France,FRA,2020-02-28,,16.0
France,FRA,2020-02-29,,16.0
France,FRA,2020-03-01,,16.0
France,FRA,2020-03-02,,16.0
France,FRA,2020-03-03,,16.0
France,FRA,2020-03-04,,16.0
France,FRA,2020-03-05,,16.0
France,FRA,2020-03-06,,16.0
France,FRA,2020-03-07,,16.0
France,FRA,2020-03-08,,16.0
France,FRA,2020-03-09,,16.0
France,FRA,2020-03-10,,16.0
France,FRA,2020-03-11,,16.0
France,FRA,2020-03-12,,16.0
France,FRA,2020-03-13,,16.0
France,FRA,2020-03-14,,16.0
Germany,DEU,2020-02-10,9.0,20.0
Germany,DEU,2020-02-11,9.0,20.0
Germany,DEU,2020-02-12,9.0,20.0
Germany,DEU,2020-02-13,9.0,20.0
Germany,DEU,2020-02-14,9.0,20.0
Germany,DEU,2020-02-15,9.0,20.0
Germany,DEU,2020-02-16,9.0,25.0
Germany,DEU,2020-02-17,9.0,25.0
Germany,DEU,2020-02-18,9.0,25.0
Germany,DEU,2020-02-19,9.0,25.0
Germany,DEU,2020-02-20,9.0,25.0
Germany,DEU,2020-02-21,9.0,25.0
Germany,DEU,2020-02-22,9.0,25.0
Germany,DEU,2020-02-23,10.0,31.0
Germany,DEU,2020-02-24,10.0,31.0
Germany,DEU,2020-02-25,10.0,31.0
Germany,DEU,2020-02-26,10.0,31.0
Germany,DEU,2020-02-27,10.0,31.0
Germany,DEU,2020-02-28,10.0,31.0
Germany,DEU,2020-02-29,10.0,31.0
Germany,DEU,2020-03-01,11.0,170.0
Germany,DEU,2020-03-02,11.0,170.0
Germany,DEU,2020-03-03,11.0,170.0
Germany,DEU,2020-03-04,11.0,170.0
Germany,DEU,2020-03-05,11.0,170.0
Germany,DEU,2020-03-06,11.0,170.0
Germany,DEU,2020-03-07,11.0,170.0
Germany,DEU,2020-03-08,23.0,1075.0
Germany,DEU,2020-03-09,23.0,1075.0
Germany,DEU,2020-03-10,23.0,1075.0
Germany,DEU,2020-03-11,23.0,1075.0
Germany,DEU,2020-03-12,23.0,1075.0
Germany,DEU,2020-03-13,23.0,1075.0
Germany,DEU,2020-03-14,23.0,1075.0
Germany,DEU,2020-03-15,107.0,7516.0
Germany,DEU,2020-03-16,107.0,7516.0
Germany,DEU,2020-03-17,107.0,7516.0
Germany,DEU,2020-03-18,107.0,7516.0
Germany,DEU,2020-03-19,107.0,7516.0
Germany,DEU,2020-03-20,107.0,7516.0
Germany,DEU,2020-03-21,107.0,7516.0
Germany,DEU,2020-03-22,586.0,29923.0
Germany,DEU,2020-03-23,586.0,29923.0
Germany,DEU,2020-03-24,586.0,29923.0
Germany,DEU,2020-03-25,586.0,29923.0
Germany,DEU,2020-03-26,586.0,29923.0
Germany,DEU,2020-03-27,586.0,29923.0
Germany,DEU,2020-03-28,586.0,29923.0
Germany,DEU,2020-03-29,2045.0,63904.0
Germany,DEU,2020-03-30,2045.0,63904.0
Germany,DEU,2020-03-31,2045.0,63904.0
Germany,DEU,2020-04-01,2045.0,63904.0
Germany,DEU,2020-04-02,2045.0,63904.0
Germany,DEU,2020-04-03,2045.0,63904.0
Germany,DEU,2020-04-04,2045.0,63904.0
Germany,DEU,2020-04-05,4318.0,99971.0
Germany,DEU,2020-04-06,4318.0,99971.0
Germany,DEU,2020-04-07,4318.0,99971.0
Germany,DEU,2020-04-08,4318.0,99971.0
Germany,DEU,2020-04-09,4318.0,99971.0
Germany,DEU,2020-04-10,4318.0,99971.0
Germany,DEU,2020-04-11,4318.0,99971.0
