Entity,Code,Day,Total confirmed deaths due to COVID-19,Total confirmed cases of COVID-19
Australia,AUS,2020-03-02,1.0,29.0
Australia,AUS,2020-03-03,1.0,29.0
Australia,AUS,2020-03-04,2.0,33.0
Australia,AUS,2020-03-05,2.0,43.0
Australia,AUS,2020-03-06,2.0,57.0
Australia,AUS,2020-03-07,3.0,63.0
Australia,AUS,2020-03-08,4.0,70.0
Australia,AUS,2020-03-09,4.0,77.0
Australia,AUS,2020-03-10,4.0,92.0
Australia,AUS,2020-03-11,4.0,100.0
Australia,AUS,2020-03-12,4.0,122.0
Australia,AUS,2020-03-13,4.0,140.0
Australia,AUS,2020-03-14,6.0,197.0
Australia,AUS,2020-03-15,7.0,249.0
Australia,AUS,2020-03-16,7.0,298.0
Australia,AUS,2020-03-17,7.0,336.0
Australia,AUS,2020-03-18,8.0,414.0
Australia,AUS,2020-03-19,8.0,565.0
Australia,AUS,2020-03-20,9.0,691.0
Australia,AUS,2020-03-21,9.0,873.0
Australia,AUS,2020-03-22,9.0,1081.0
Australia,AUS,2020-03-23,9.0,1396.0
Australia,AUS,2020-03-24,9.0,1709.0
Australia,AUS,2020-03-25,10.0,2252.0
Australia,AUS,2020-03-26,11.0,2423.0
Australia,AUS,2020-03-27,15.0,2985.0
Australia,AUS,2020-03-28,16.0,3378.0
Australia,AUS,2020-03-29,16.0,3809.0
Australia,AUS,2020-03-30,19.0,4093.0
Australia,AUS,2020-03-31,21.0,4359.0
Australia,AUS,2020-04-01,22.0,4707.0
Australia,AUS,2020-04-02,24.0,4976.0
Australia,AUS,2020-04-03,28.0,5224.0
Australia,AUS,2020-04-04,33.0,5454.0
Australia,AUS,2020-04-05,36.0,5635.0
Australia,AUS,2020-04-06,41.0,5744.0
Australia,AUS,2020-04-07,49.0,5844.0
Australia,AUS,2020-04-08,51.0,5956.0
Australia,AUS,2020-04-09,53.0,6052.0
Australia,AUS,2020-04-10,55.0,6152.0
Australia,AUS,2020-04-11,58.0,6238.0
Australia,AUS,2020-04-12,61.0,6289.0
Australia,AUS,2020-04-13,63.0,6322.0
Australia,AUS,2020-04-14,63.0,6366.0
Australia,AUS,2020-04-15,64.0,6416.0
Australia,AUS,2020-04-16,66.0,6458.0
Australia,AUS,2020-04-17,67.0,6468.0
Australia,AUS,2020-04-18,72.0,6533.0
Australia,AUS,2020-04-19,73.0,6586.0
Australia,AUS,2020-04-20,74.0,6612.0
Australia,AUS,2020-04-21,75.0,6625.0
Australia,AUS,2020-04-22,77.0,6647.0
Australia,AUS,2020-04-23,78.0,6654.0
Australia,AUS,2020-04-24,80.0,6667.0
Australia,AUS,2020-04-25,83.0,6687.0
Australia,AUS,2020-04-26,85.0,6703.0
Australia,AUS,2020-04-27,86.0,6713.0
Australia,AUS,2020-04-28,89.0,6725.0
Australia,AUS,2020-04-29,94.0,6738.0
Australia,AUS,2020-04-30,95.0,6746.0
Australia,AUS,2020-05-01,98.0,6762.0
Australia,AUS,2020-05-02,98.0,6767.0
Australia,AUS,2020-05-03,99.0,6783.0
Australia,AUS,2020-05-04,99.0,6801.0
Australia,AUS,2020-05-05,100.0,6825.0
Australia,AUS,2020-05-06,101.0,6849.0
Australia,AUS,2020-05-07,101.0,6875.0
Australia,AUS,2020-05-08,101.0,6896.0
Australia,AUS,2020-05-09,101.0,6914.0
Australia,AUS,2020-05-10,101.0,6929.0
Australia,AUS,2020-05-11,101.0,6941.0
Australia,AUS,2020-05-12,102.0,6948.0
Australia,AUS,2020-05-13,103.0,6964.0
Australia,AUS,2020-05-14,103.0,6975.0
Australia,AUS,2020-05-15,103.0,6989.0
Australia,AUS,2020-05-16,103.0,7019.0
Australia,AUS,2020-05-17,103.0,7036.0
Australia,AUS,2020-05-18,104.0,7045.0
Australia,AUS,2020-05-19,104.0,7060.0
Australia,AUS,2020-05-20,105.0,7068.0
Australia,AUS,2020-05-21,105.0,7079.0
Australia,AUS,2020-05-22,106.0,7081.0
Australia,AUS,2020-05-23,107.0,7095.0
Australia,AUS,2020-05-24,107.0,7106.0
Australia,AUS,2020-05-25,107.0,7109.0
Australia,AUS,2020-05-26,107.0,7118.0
Australia,AUS,2020-05-27,107.0,7133.0
Australia,AUS,2020-05-28,107.0,7139.0
Australia,AUS,2020-05-29,107.0,7150.0
Australia,AUS,2020-05-30,107.0,7173.0
Australia,AUS,2020-05-31,107.0,7185.0
Australia,AUS,2020-06-01,107.0,7195.0
Australia,AUS,2020-06-02,107.0,7204.0
Australia,AUS,2020-06-03,107.0,7221.0
Australia,AUS,2020-06-04,107.0,7229.0
Australia,AUS,2020-06-05,107.0,7240.0
Australia,AUS,2020-06-06,107.0,7251.0
Australia,AUS,2020-06-07,107.0,7255.0
Australia,AUS,2020-06-08,107.0,7260.0
Australia,AUS,2020-06-09,107.0,7265.0
Australia,AUS,2020-06-10,107.0,7267.0
Australia,AUS,2020-06-11,107.0,7267.0
Australia,AUS,2020-06-12,107.0,7285.0
Australia,AUS,2020-06-13,107.0,7290.0
Australia,AUS,2020-06-14,107.0,7302.0
Australia,AUS,2020-06-15,107.0,7320.0
Australia,AUS,2020-06-16,107.0,7335.0
Australia,AUS,2020-06-17,107.0,7347.0
Australia,AUS,2020-06-18,107.0,7370.0
Australia,AUS,2020-06-19,107.0,7391.0
Australia,AUS,2020-06-20,107.0,7409.0
Australia,AUS,2020-06-21,107.0,7436.0
Australia,AUS,2020-06-22,107.0,7461.0
Australia,AUS,2020-06-23,107.0,7474.0
Australia,AUS,2020-06-24,107.0,7492.0
Australia,AUS,2020-06-25,108.0,7521.0
Australia,AUS,2020-06-26,108.0,7558.0
Australia,AUS,2020-06-27,108.0,7595.0
Australia,AUS,2020-06-28,108.0,7641.0
Australia,AUS,2020-06-29,108.0,7686.0
Australia,AUS,2020-06-30,108.0,7767.0
Australia,AUS,2020-07-01,108.0,7834.0
Australia,AUS,2020-07-02,108.0,7920.0
Australia,AUS,2020-07-03,109.0,8001.0
Australia,AUS,2020-07-04,109.0,8255.0
Australia,AUS,2020-07-05,109.0,8362.0
Australia,AUS,2020-07-06,110.0,8449.0
Australia,AUS,2020-07-07,111.0,8586.0
Australia,AUS,2020-07-08,111.0,8755.0
Australia,AUS,2020-07-09,111.0,8886.0
Australia,AUS,2020-07-10,111.0,9059.0
Australia,AUS,2020-07-11,112.0,9359.0
Australia,AUS,2020-07-12,113.0,9553.0
Australia,AUS,2020-07-13,113.0,9797.0
Australia,AUS,2020-07-14,113.0,9980.0
Australia,AUS,2020-07-15,116.0,10251.0
Australia,AUS,2020-07-16,120.0,10495.0
Australia,AUS,2020-07-17,122.0,10810.0
Australia,AUS,2020-07-18,126.0,11235.0
Australia,AUS,2020-07-19,129.0,11441.0
Australia,AUS,2020-07-20,132.0,11802.0
Australia,AUS,2020-07-21,136.0,12069.0
Australia,AUS,2020-07-22,140.0,12428.0
Australia,AUS,2020-07-23,144.0,12896.0
Australia,AUS,2020-07-24,153.0,13306.0
Australia,AUS,2020-07-25,161.0,13595.0
Australia,AUS,2020-07-26,174.0,13950.0
Australia,AUS,2020-07-27,180.0,14403.0
Australia,AUS,2020-07-28,195.0,14935.0
Australia,AUS,2020-07-29,208.0,15304.0
Australia,AUS,2020-07-30,226.0,15582.0
Australia,AUS,2020-07-31,239.0,16303.0
Australia,AUS,2020-08-01,255.0,16905.0
Australia,AUS,2020-08-02,269.0,17282.0
Australia,AUS,2020-08-03,285.0,17923.0
Australia,AUS,2020-08-04,296.0,18318.0
Australia,AUS,2020-08-05,307.0,18729.0
Australia,AUS,2020-08-06,324.0,19444.0
Australia,AUS,2020-08-07,336.0,19862.0
Australia,AUS,2020-08-08,354.0,20272.0
Australia,AUS,2020-08-09,375.0,20698.0
Australia,AUS,2020-08-10,396.0,21084.0
Australia,AUS,2020-08-11,413.0,21397.0
Australia,AUS,2020-08-12,441.0,21713.0
Australia,AUS,2020-08-13,458.0,22127.0
Australia,AUS,2020-08-14,478.0,22358.0
Australia,AUS,2020-08-15,489.0,22743.0
Australia,AUS,2020-08-16,513.0,23035.0
Australia,AUS,2020-08-17,540.0,23288.0
Australia,AUS,2020-08-18,557.0,23559.0
Australia,AUS,2020-08-19,572.0,23773.0
Australia,AUS,2020-08-20,581.0,23993.0
Australia,AUS,2020-08-21,594.0,24236.0
Australia,AUS,2020-08-22,611.0,24407.0
Australia,AUS,2020-08-23,627.0,24602.0
Australia,AUS,2020-08-24,645.0,24812.0
Australia,AUS,2020-08-25,660.0,24916.0
Australia,AUS,2020-08-26,675.0,25053.0
Australia,AUS,2020-08-27,686.0,25205.0
Australia,AUS,2020-08-28,696.0,25322.0
Australia,AUS,2020-08-29,711.0,25448.0
Australia,AUS,2020-08-30,724.0,25547.0
Australia,AUS,2020-08-31,733.0,25670.0
Australia,AUS,2020-09-01,740.0,25746.0
Australia,AUS,2020-09-02,744.0,25819.0
Australia,AUS,2020-09-03,753.0,25923.0
Australia,AUS,2020-09-04,761.0,26049.0
Australia,AUS,2020-09-05,771.0,26136.0
Australia,AUS,2020-09-06,782.0,26207.0
Australia,AUS,2020-09-07,790.0,26279.0
Australia,AUS,2020-09-08,795.0,26322.0
Australia,AUS,2020-09-09,804.0,26374.0
Australia,AUS,2020-09-10,811.0,26465.0
Australia,AUS,2020-09-11,820.0,26513.0
Australia,AUS,2020-09-12,824.0,26565.0
Australia,AUS,2020-09-13,828.0,26607.0
Australia,AUS,2020-09-14,834.0,26651.0
Australia,AUS,2020-09-15,837.0,26692.0
Australia,AUS,2020-09-16,842.0,26738.0
Australia,AUS,2020-09-17,845.0,26779.0
Australia,AUS,2020-09-18,851.0,26813.0
Australia,AUS,2020-09-19,861.0,26861.0
Australia,AUS,2020-09-20,864.0,26885.0
Australia,AUS,2020-09-21,868.0,26898.0
Australia,AUS,2020-09-22,872.0,26912.0
Australia,AUS,2020-09-23,876.0,26942.0
Australia,AUS,2020-09-24,879.0,26973.0
Australia,AUS,2020-09-25,885.0,26983.0
Australia,AUS,2020-09-26,886.0,27000.0
Australia,AUS,2020-09-27,887.0,27016.0
Australia,AUS,2020-09-28,890.0,27040.0
Australia,AUS,2020-09-29,895.0,27044.0
Australia,AUS,2020-09-30,898.0,27063.0
Australia,AUS,2020-10-01,900.0,27078.0
Australia,AUS,2020-10-02,904.0,27096.0
Australia,AUS,2020-10-03,905.0,27113.0
Australia,AUS,2020-10-04,906.0,27121.0
Australia,AUS,2020-10-05,907.0,27136.0
Australia,AUS,2020-10-06,907.0,27149.0
Australia,AUS,2020-10-07,908.0,27174.0
Australia,AUS,2020-10-08,909.0,27182.0
Australia,AUS,2020-10-09,910.0,27206.0
Australia,AUS,2020-10-10,910.0,27229.0
Australia,AUS,2020-10-11,911.0,27244.0
Australia,AUS,2020-10-12,911.0,27264.0
Australia,AUS,2020-10-13,911.0,27286.0
Australia,AUS,2020-10-14,912.0,27317.0
Australia,AUS,2020-10-15,912.0,27341.0
Australia,AUS,2020-10-16,912.0,27362.0
Australia,AUS,2020-10-17,912.0,27371.0
Australia,AUS,2020-10-18,912.0,27383.0
Australia,AUS,2020-10-19,913.0,27390.0
Australia,AUS,2020-10-20,913.0,27399.0
Australia,AUS,2020-10-21,913.0,27430.0
Australia,AUS,2020-10-22,913.0,27444.0
Australia,AUS,2020-10-23,913.0,27466.0
Australia,AUS,2020-10-24,914.0,27484.0
Australia,AUS,2020-10-25,914.0,27499.0
Australia,AUS,2020-10-26,914.0,27520.0
Australia,AUS,2020-10-27,914.0,27527.0
Australia,AUS,2020-10-28,914.0,27541.0
Australia,AUS,2020-10-29,914.0,27554.0
Australia,AUS,2020-10-30,914.0,27569.0
Australia,AUS,2020-10-31,914.0,27582.0
Australia,AUS,2020-11-01,914.0,27590.0
Australia,AUS,2020-11-02,914.0,27595.0
Australia,AUS,2020-11-03,914.0,27602.0
Australia,AUS,2020-11-04,914.0,27610.0
Australia,AUS,2020-11-05,914.0,27622.0
Australia,AUS,2020-11-06,914.0,27633.0
Australia,AUS,2020-11-07,914.0,27645.0
Australia,AUS,2020-11-08,914.0,27652.0
Australia,AUS,2020-11-09,917.0,27658.0
Australia,AUS,2020-11-10,917.0,27668.0
Australia,AUS,2020-11-11,917.0,27678.0
Australia,AUS,2020-11-12,917.0,27686.0
Australia,AUS,2020-11-13,917.0,27698.0
Australia,AUS,2020-11-14,917.0,27703.0
Australia,AUS,2020-11-15,917.0,27711.0
Australia,AUS,2020-11-16,917.0,27725.0
Australia,AUS,2020-11-17,917.0,27750.0
Australia,AUS,2020-11-18,917.0,27756.0
Australia,AUS,2020-11-19,917.0,27777.0
Australia,AUS,2020-11-20,917.0,27784.0
Australia,AUS,2020-11-21,917.0,27789.0
Australia,AUS,2020-11-22,917.0,27807.0
Australia,AUS,2020-11-23,917.0,27821.0
Australia,AUS,2020-11-24,918.0,27835.0
Australia,AUS,2020-11-25,918.0,27848.0
Australia,AUS,2020-11-26,918.0,27854.0
Australia,AUS,2020-11-27,918.0,27867.0
Australia,AUS,2020-11-28,918.0,27874.0
Australia,AUS,2020-11-29,918.0,27885.0
Australia,AUS,2020-11-30,919.0,27893.0
Australia,AUS,2020-12-01,919.0,27904.0
Australia,AUS,2020-12-02,919.0,27912.0
Australia,AUS,2020-12-03,919.0,27923.0
Australia,AUS,2020-12-04,919.0,27939.0
Australia,AUS,2020-12-05,919.0,27949.0
Australia,AUS,2020-12-06,919.0,27956.0
Australia,AUS,2020-12-07,919.0,27965.0
Australia,AUS,2020-12-08,919.0,27972.0
Australia,AUS,2020-12-09,919.0,27987.0
Australia,AUS,2020-12-10,919.0,27993.0
Australia,AUS,2020-12-11,919.0,28000.0
Australia,AUS,2020-12-12,919.0,28012.0
Australia,AUS,2020-12-13,919.0,28025.0
Australia,AUS,2020-12-14,919.0,28031.0
Australia,AUS,2020-12-15,919.0,28039.0
Australia,AUS,2020-12-16,919.0,28047.0
Australia,AUS,2020-12-17,919.0,28059.0
Australia,AUS,2020-12-18,919.0,28072.0
Australia,AUS,2020-12-19,919.0,28094.0
Australia,AUS,2020-12-20,919.0,28128.0
Australia,AUS,2020-12-21,919.0,28171.0
Australia,AUS,2020-12-22,920.0,28198.0
Australia,AUS,2020-12-23,920.0,28219.0
Australia,AUS,2020-12-24,920.0,28238.0
Australia,AUS,2020-12-25,920.0,28262.0
Australia,AUS,2020-12-26,920.0,28262.0
Australia,AUS,2020-12-27,920.0,28296.0
Australia,AUS,2020-12-28,920.0,28312.0
Australia,AUS,2020-12-29,920.0,28337.0
Australia,AUS,2020-12-30,920.0,28350.0
Australia,AUS,2020-12-31,920.0,28381.0
Australia,AUS,2021-01-01,920.0,28427.0
Australia,AUS,2021-01-02,920.0,28462.0
Australia,AUS,2021-01-03,922.0,28483.0
Australia,AUS,2021-01-04,922.0,28504.0
Australia,AUS,2021-01-05,922.0,28519.0
Australia,AUS,2021-01-06,922.0,28536.0
Australia,AUS,2021-01-07,922.0,28547.0
Australia,AUS,2021-01-08,922.0,28571.0
Australia,AUS,2021-01-09,922.0,28582.0
Australia,AUS,2021-01-10,922.0,28595.0
Australia,AUS,2021-01-11,922.0,28614.0
Australia,AUS,2021-01-12,922.0,28634.0
Australia,AUS,2021-01-13,923.0,28650.0
Australia,AUS,2021-01-14,923.0,28658.0
Australia,AUS,2021-01-15,923.0,28669.0
Australia,AUS,2021-01-16,923.0,28689.0
Australia,AUS,2021-01-17,923.0,28708.0
Australia,AUS,2021-01-18,923.0,28721.0
Australia,AUS,2021-01-19,923.0,28730.0
Australia,AUS,2021-01-20,923.0,28740.0
Australia,AUS,2021-01-21,923.0,28750.0
Australia,AUS,2021-01-22,923.0,28755.0
Australia,AUS,2021-01-23,923.0,28761.0
Australia,AUS,2021-01-24,923.0,28766.0
Australia,AUS,2021-01-25,923.0,28777.0
Australia,AUS,2021-01-26,923.0,28780.0
Australia,AUS,2021-01-27,923.0,28786.0
Australia,AUS,2021-01-28,923.0,28794.0
Australia,AUS,2021-01-29,923.0,28800.0
Australia,AUS,2021-01-30,923.0,28806.0
Australia,AUS,2021-01-31,923.0,28811.0
Australia,AUS,2021-02-01,923.0,28818.0
Australia,AUS,2021-02-02,923.0,28824.0
Australia,AUS,2021-02-03,923.0,28829.0
Australia,AUS,2021-02-04,923.0,28838.0
Australia,AUS,2021-02-05,923.0,28842.0
Australia,AUS,2021-02-06,923.0,28848.0
Australia,AUS,2021-02-07,923.0,28850.0
Australia,AUS,2021-02-08,923.0,28857.0
Australia,AUS,2021-02-09,923.0,28860.0
Australia,AUS,2021-02-10,923.0,28871.0
Australia,AUS,2021-02-11,923.0,28879.0
Australia,AUS,2021-02-12,923.0,28886.0
Australia,AUS,2021-02-13,923.0,28892.0
Australia,AUS,2021-02-14,923.0,28898.0
Australia,AUS,2021-02-15,923.0,28900.0
Australia,AUS,2021-02-16,923.0,28905.0
Australia,AUS,2021-02-17,923.0,28911.0
Australia,AUS,2021-02-18,923.0,28912.0
Australia,AUS,2021-02-19,923.0,28918.0
Australia,AUS,2021-02-20,924.0,28920.0
Australia,AUS,2021-02-21,924.0,28926.0
Australia,AUS,2021-02-22,924.0,28930.0
Australia,AUS,2021-02-23,924.0,28937.0
Australia,AUS,2021-02-24,924.0,28939.0
Australia,AUS,2021-02-25,924.0,28947.0
Australia,AUS,2021-02-26,924.0,28958.0
Australia,AUS,2021-02-27,924.0,28965.0
Australia,AUS,2021-02-28,924.0,28970.0
Australia,AUS,2021-03-01,924.0,28978.0
Australia,AUS,2021-03-02,924.0,28986.0
Australia,AUS,2021-03-03,924.0,28996.0
Australia,AUS,2021-03-04,924.0,29002.0
Australia,AUS,2021-03-05,924.0,29020.0
Australia,AUS,2021-03-06,924.0,29030.0
Australia,AUS,2021-03-07,924.0,29037.0
Australia,AUS,2021-03-08,924.0,29046.0
Australia,AUS,2021-03-09,924.0,29061.0
Australia,AUS,2021-03-10,924.0,29075.0
Australia,AUS,2021-03-11,924.0,29090.0
Australia,AUS,2021-03-12,925.0,29102.0
Australia,AUS,2021-03-13,925.0,29112.0
Australia,AUS,2021-03-14,925.0,29117.0
Australia,AUS,2021-03-15,925.0,29130.0
Australia,AUS,2021-03-16,925.0,29137.0
Australia,AUS,2021-03-17,925.0,29153.0
Australia,AUS,2021-03-18,925.0,29166.0
Australia,AUS,2021-03-19,925.0,29183.0
Australia,AUS,2021-03-20,925.0,29192.0
Australia,AUS,2021-03-21,925.0,29196.0
Australia,AUS,2021-03-22,925.0,29206.0
Australia,AUS,2021-03-23,925.0,29211.0
Australia,AUS,2021-03-24,925.0,29220.0
Australia,AUS,2021-03-25,925.0,29228.0
Australia,AUS,2021-03-26,925.0,29240.0
Australia,AUS,2021-03-27,925.0,29252.0
Australia,AUS,2021-03-28,925.0,29260.0
Australia,AUS,2021-03-29,926.0,29278.0
Australia,AUS,2021-03-30,926.0,29296.0
Australia,AUS,2021-03-31,926.0,29304.0
Australia,AUS,2021-04-01,926.0,29322.0
Australia,AUS,2021-04-02,926.0,29335.0
Australia,AUS,2021-04-03,926.0,29341.0
Australia,AUS,2021-04-04,926.0,29348.0
Australia,AUS,2021-04-05,926.0,29357.0
Australia,AUS,2021-04-06,926.0,29365.0
Australia,AUS,2021-04-07,926.0,29379.0
Australia,AUS,2021-04-08,926.0,29385.0
Australia,AUS,2021-04-09,926.0,29390.0
Australia,AUS,2021-04-10,926.0,29396.0
Australia,AUS,2021-04-11,926.0,29405.0
Australia,AUS,2021-04-12,926.0,29419.0
Australia,AUS,2021-04-13,927.0,29437.0
Australia,AUS,2021-04-14,927.0,29451.0
Australia,AUS,2021-04-15,927.0,29469.0
Australia,AUS,2021-04-16,927.0,29484.0
Australia,AUS,2021-04-17,928.0,29505.0
Australia,AUS,2021-04-18,928.0,29519.0
Australia,AUS,2021-04-19,928.0,29543.0
Australia,AUS,2021-04-20,928.0,29559.0
Australia,AUS,2021-04-21,928.0,29578.0
Australia,AUS,2021-04-22,928.0,29602.0
Australia,AUS,2021-04-23,928.0,29639.0
Australia,AUS,2021-04-24,928.0,29658.0
Australia,AUS,2021-04-25,928.0,29666.0
Australia,AUS,2021-04-26,928.0,29695.0
Australia,AUS,2021-04-27,928.0,29725.0
Australia,AUS,2021-04-28,928.0,29749.0
Australia,AUS,2021-04-29,928.0,29779.0
Australia,AUS,2021-04-30,928.0,29801.0
Australia,AUS,2021-05-01,928.0,29812.0
Australia,AUS,2021-05-02,928.0,29826.0
Australia,AUS,2021-05-03,928.0,29841.0
Australia,AUS,2021-05-04,928.0,29852.0
Australia,AUS,2021-05-05,928.0,29865.0
Australia,AUS,2021-05-06,928.0,29886.0
Australia,AUS,2021-05-07,928.0,29897.0
Australia,AUS,2021-05-08,928.0,29906.0
Australia,AUS,2021-05-09,928.0,29923.0
Australia,AUS,2021-05-10,928.0,29931.0
Australia,AUS,2021-05-11,928.0,29939.0
Australia,AUS,2021-05-12,928.0,29947.0
Australia,AUS,2021-05-13,928.0,29955.0
Australia,AUS,2021-05-14,928.0,29957.0
Australia,AUS,2021-05-15,928.0,29967.0
Australia,AUS,2021-05-16,928.0,29975.0
Australia,AUS,2021-05-17,928.0,29978.0
Australia,AUS,2021-05-18,928.0,29988.0
Australia,AUS,2021-05-19,928.0,29991.0
Australia,AUS,2021-05-20,928.0,29997.0
Australia,AUS,2021-05-21,928.0,30000.0
Australia,AUS,2021-05-22,928.0,30004.0
Australia,AUS,2021-05-23,928.0,30011.0
Australia,AUS,2021-05-24,928.0,30021.0
Australia,AUS,2021-05-25,928.0,30030.0
Australia,AUS,2021-05-26,928.0,30048.0
Australia,AUS,2021-05-27,928.0,30063.0
Australia,AUS,2021-05-28,928.0,30073.0
Australia,AUS,2021-05-29,928.0,30083.0
Australia,AUS,2021-05-30,928.0,30098.0
Australia,AUS,2021-05-31,928.0,30106.0
Australia,AUS,2021-06-01,928.0,30118.0
Australia,AUS,2021-06-02,928.0,30130.0
Australia,AUS,2021-06-03,928.0,30137.0
Australia,AUS,2021-06-04,928.0,30150.0
Australia,AUS,2021-06-05,928.0,30158.0
Australia,AUS,2021-06-06,928.0,30455.0
Australia,AUS,2021-06-07,928.0,30455.0
Australia,AUS,2021-06-08,928.0,30455.0
Australia,AUS,2021-06-09,928.0,30455.0
Australia,AUS,2021-06-10,928.0,30455.0
Australia,AUS,2021-06-11,928.0,30455.0
Australia,AUS,2021-06-12,928.0,30455.0
Australia,AUS,2021-06-13,928.0,30513.0
Australia,AUS,2021-06-14,928.0,30513.0
Australia,AUS,2021-06-15,928.0,30513.0
Australia,AUS,2021-06-16,928.0,30513.0
Australia,AUS,2021-06-17,928.0,30513.0
Australia,AUS,2021-06-18,928.0,30513.0
Australia,AUS,2021-06-19,928.0,30513.0
Australia,AUS,2021-06-20,928.0,30600.0
Australia,AUS,2021-06-21,928.0,30600.0
Australia,AUS,2021-06-22,928.0,30600.0
Australia,AUS,2021-06-23,928.0,30600.0
Australia,AUS,2021-06-24,928.0,30600.0
Australia,AUS,2021-06-25,928.0,30600.0
Australia,AUS,2021-06-26,928.0,30600.0
Australia,AUS,2021-06-27,928.0,30835.0
Australia,AUS,2021-06-28,928.0,30835.0
Australia,AUS,2021-06-29,928.0,30835.0
Australia,AUS,2021-06-30,928.0,30835.0
Australia,AUS,2021-07-01,928.0,30835.0
Australia,AUS,2021-07-02,928.0,30835.0
Australia,AUS,2021-07-03,928.0,30835.0
Australia,AUS,2021-07-04,928.0,31111.0
Australia,AUS,2021-07-05,928.0,31111.0
Australia,AUS,2021-07-06,928.0,31111.0
Australia,AUS,2021-07-07,928.0,31111.0
Australia,AUS,2021-07-08,928.0,31111.0
Australia,AUS,2021-07-09,929.0,31111.0
Australia,AUS,2021-07-10,930.0,31111.0
Australia,AUS,2021-07-11,930.0,31660.0
Australia,AUS,2021-07-12,931.0,31660.0
Australia,AUS,2021-07-13,932.0,31660.0
Australia,AUS,2021-07-14,933.0,31660.0
Australia,AUS,2021-07-15,933.0,31660.0
Australia,AUS,2021-07-16,935.0,31660.0
Australia,AUS,2021-07-17,935.0,31660.0
Australia,AUS,2021-07-18,935.0,32535.0
Australia,AUS,2021-07-19,937.0,32535.0
Australia,AUS,2021-07-20,937.0,32535.0
Australia,AUS,2021-07-21,937.0,32535.0
Australia,AUS,2021-07-22,937.0,32535.0
Australia,AUS,2021-07-23,938.0,32535.0
Australia,AUS,2021-07-24,938.0,32535.0
Australia,AUS,2021-07-25,940.0,33795.0
Australia,AUS,2021-07-26,942.0,33795.0
Australia,AUS,2021-07-27,943.0,33795.0
Australia,AUS,2021-07-28,945.0,33795.0
Australia,AUS,2021-07-29,946.0,33795.0
Australia,AUS,2021-07-30,946.0,33795.0
Australia,AUS,2021-07-31,946.0,33795.0
Australia,AUS,2021-08-01,947.0,35462.0
Australia,AUS,2021-08-02,947.0,35462.0
Australia,AUS,2021-08-03,949.0,35462.0
Australia,AUS,2021-08-04,953.0,35462.0
Australia,AUS,2021-08-05,955.0,35462.0
Australia,AUS,2021-08-06,960.0,35462.0
Australia,AUS,2021-08-07,962.0,35462.0
Australia,AUS,2021-08-08,963.0,37775.0
Australia,AUS,2021-08-09,967.0,37775.0
Australia,AUS,2021-08-10,968.0,37775.0
Australia,AUS,2021-08-11,970.0,37775.0
Australia,AUS,2021-08-12,973.0,37775.0
Australia,AUS,2021-08-13,978.0,37775.0
Australia,AUS,2021-08-14,984.0,37775.0
Australia,AUS,2021-08-15,990.0,41388.0
Australia,AUS,2021-08-16,992.0,41388.0
Australia,AUS,2021-08-17,996.0,41388.0
Australia,AUS,2021-08-18,998.0,41388.0
Australia,AUS,2021-08-19,1000.0,41388.0
Australia,AUS,2021-08-20,1006.0,41388.0
Australia,AUS,2021-08-21,1010.0,41388.0
Australia,AUS,2021-08-22,1012.0,47521.0
Australia,AUS,2021-08-23,1014.0,47521.0
Australia,AUS,2021-08-24,1014.0,47521.0
Australia,AUS,2021-08-25,1015.0,47521.0
Australia,AUS,2021-08-26,1018.0,47521.0
Australia,AUS,2021-08-27,1022.0,47521.0
Australia,AUS,2021-08-28,1028.0,47521.0
Australia,AUS,2021-08-29,1032.0,55661.0
Australia,AUS,2021-08-30,1039.0,55661.0
Australia,AUS,2021-08-31,1048.0,55661.0
Australia,AUS,2021-09-01,1059.0,55661.0
Australia,AUS,2021-09-02,1068.0,55661.0
Australia,AUS,2021-09-03,1071.0,55661.0
Australia,AUS,2021-09-04,1077.0,55661.0
Australia,AUS,2021-09-05,1084.0,66755.0
Australia,AUS,2021-09-06,1092.0,66755.0
Australia,AUS,2021-09-07,1100.0,66755.0
Australia,AUS,2021-09-08,1109.0,66755.0
Australia,AUS,2021-09-09,1119.0,66755.0
Australia,AUS,2021-09-10,1124.0,66755.0
Australia,AUS,2021-09-11,1134.0,66755.0
Australia,AUS,2021-09-12,1140.0,79351.0
Australia,AUS,2021-09-13,1147.0,79351.0
Australia,AUS,2021-09-14,1161.0,79351.0
Australia,AUS,2021-09-15,1173.0,79351.0
Australia,AUS,2021-09-16,1188.0,79351.0
Australia,AUS,2021-09-17,1196.0,79351.0
Australia,AUS,2021-09-18,1210.0,79351.0
Australia,AUS,2021-09-19,1217.0,91652.0
Australia,AUS,2021-09-20,1231.0,91652.0
Australia,AUS,2021-09-21,1241.0,91652.0
Australia,AUS,2021-09-22,1255.0,91652.0
Australia,AUS,2021-09-23,1269.0,91652.0
Australia,AUS,2021-09-24,1281.0,91652.0
Australia,AUS,2021-09-25,1293.0,91652.0
Australia,AUS,2021-09-26,1312.0,104150.0
Australia,AUS,2021-09-27,1325.0,104150.0
Australia,AUS,2021-09-28,1344.0,104150.0
Australia,AUS,2021-09-29,1361.0,104150.0
Australia,AUS,2021-09-30,1381.0,104150.0
Australia,AUS,2021-10-01,1396.0,104150.0
Australia,AUS,2021-10-02,1408.0,104150.0
