Entity,Code,Day,containment_index
Australia,AUS,2020-02-10,22.02
Australia,AUS,2020-02-11,22.02
Australia,AUS,2020-02-12,22.02
Australia,AUS,2020-02-13,22.02
Australia,AUS,2020-02-14,22.02
Australia,AUS,2020-02-15,22.02
Australia,AUS,2020-02-16,22.02
Australia,AUS,2020-02-17,22.02
Australia,AUS,2020-02-18,22.02
Australia,AUS,2020-02-19,22.02
Australia,AUS,2020-02-20,22.02
Australia,AUS,2020-02-21,22.02
Australia,AUS,2020-02-22,22.02
Australia,AUS,2020-02-23,22.02
Australia,AUS,2020-02-24,22.02
Australia,AUS,2020-02-25,22.02
Australia,AUS,2020-02-26,22.02
Australia,AUS,2020-02-27,22.02
Australia,AUS,2020-02-28,22.02
Australia,AUS,2020-02-29,22.02
Australia,AUS,2020-03-01,22.02
Australia,AUS,2020-03-02,22.02
Australia,AUS,2020-03-03,22.02
Australia,AUS,2020-03-04,22.02
Australia,AUS,2020-03-05,22.02
Australia,AUS,2020-03-06,22.02
Australia,AUS,2020-03-07,22.02
Australia,AUS,2020-03-08,22.02
Australia,AUS,2020-03-09,22.02
Australia,AUS,2020-03-10,22.02
Australia,AUS,2020-03-11,22.02
Australia,AUS,2020-03-12,22.02
Australia,AUS,2020-03-13,22.02
Australia,AUS,2020-03-14,22.02
Australia,AUS,2020-03-15,22.02
Australia,AUS,2020-03-16,29.17
Australia,AUS,2020-03-17,29.17
Australia,AUS,2020-03-18,37.5
Australia,AUS,2020-03-19,42.86
Australia,AUS,2020-03-20,44.64
Australia,AUS,2020-03-21,44.64
Australia,AUS,2020-03-22,44.64
Australia,AUS,2020-03-23,48.21
Australia,AUS,2020-03-24,60.12
Australia,AUS,2020-03-25,60.12
Australia,AUS,2020-03-26,60.12
Australia,AUS,2020-03-27,60.12
Australia,AUS,2020-03-28,60.12
Australia,AUS,2020-03-29,60.12
Australia,AUS,2020-03-30,60.12
Australia,AUS,2020-03-31,60.12
Australia,AUS,2020-04-01,60.12
Australia,AUS,2020-04-02,60.12
Australia,AUS,2020-04-03,60.12
Australia,AUS,2020-04-04,60.12
Australia,AUS,2020-04-05,60.12
Australia,AUS,2020-04-06,60.12
Australia,AUS,2020-04-07,60.12
Australia,AUS,2020-04-08,60.12
Australia,AUS,2020-04-09,60.12
Australia,AUS,2020-04-10,60.12
Australia,AUS,2020-04-11,60.12
Australia,AUS,2020-04-12,60.12
Australia,AUS,2020-04-13,60.12
Australia,AUS,2020-04-14,60.12
Australia,AUS,2020-04-15,57.74
Australia,AUS,2020-04-16,57.74
Australia,AUS,2020-04-17,57.74
Australia,AUS,2020-04-18,57.74
Australia,AUS,2020-04-19,57.74
Australia,AUS,2020-04-20,57.74
Australia,AUS,2020-04-21,57.74
Australia,AUS,2020-04-22,57.74
Australia,AUS,2020-04-23,57.74
Australia,AUS,2020-04-24,57.74
Australia,AUS,2020-04-25,57.74
Australia,AUS,2020-04-26,57.74
Australia,AUS,2020-04-27,62.5
Australia,AUS,2020-04-28,62.5
Australia,AUS,2020-04-29,62.5
Australia,AUS,2020-04-30,62.5
Australia,AUS,2020-05-01,62.5
Australia,AUS,2020-05-02,62.5
Australia,AUS,2020-05-03,62.5
Australia,AUS,2020-05-04,62.5
Australia,AUS,2020-05-05,62.5
Australia,AUS,2020-05-06,62.5
Australia,AUS,2020-05-07,62.5
Australia,AUS,2020-05-08,62.5
Australia,AUS,2020-05-09,62.5
Australia,AUS,2020-05-10,62.5
Australia,AUS,2020-05-11,62.5
Australia,AUS,2020-05-12,62.5
Australia,AUS,2020-05-13,62.5
Australia,AUS,2020-05-14,62.5
Australia,AUS,2020-05-15,58.93
Australia,AUS,2020-05-16,58.04
Australia,AUS,2020-05-17,58.04
Australia,AUS,2020-05-18,59.82
Australia,AUS,2020-05-19,59.82
Australia,AUS,2020-05-20,59.82
Australia,AUS,2020-05-21,59.82
Australia,AUS,2020-05-22,59.82
Australia,AUS,2020-05-23,59.82
Australia,AUS,2020-05-24,59.82
Australia,AUS,2020-05-25,57.44
Australia,AUS,2020-05-26,57.44
Australia,AUS,2020-05-27,57.44
Australia,AUS,2020-05-28,57.44
Australia,AUS,2020-05-29,55.06
Australia,AUS,2020-05-30,55.06
Australia,AUS,2020-05-31,55.06
Australia,AUS,2020-06-01,54.17
Australia,AUS,2020-06-02,54.17
Australia,AUS,2020-06-03,54.17
Australia,AUS,2020-06-04,54.17
Australia,AUS,2020-06-05,54.17
Australia,AUS,2020-06-06,54.17
Australia,AUS,2020-06-07,54.17
Australia,AUS,2020-06-08,54.17
Australia,AUS,2020-06-09,52.98
Australia,AUS,2020-06-10,52.98
Australia,AUS,2020-06-11,52.98
Australia,AUS,2020-06-12,46.73
Australia,AUS,2020-06-13,46.73
Australia,AUS,2020-06-14,46.73
Australia,AUS,2020-06-15,46.73
Australia,AUS,2020-06-16,46.73
Australia,AUS,2020-06-17,46.73
Australia,AUS,2020-06-18,46.73
Australia,AUS,2020-06-19,46.73
Australia,AUS,2020-06-20,46.73
Australia,AUS,2020-06-21,46.73
Australia,AUS,2020-06-22,46.73
Australia,AUS,2020-06-23,47.92
Australia,AUS,2020-06-24,47.92
Australia,AUS,2020-06-25,47.92
Australia,AUS,2020-06-26,47.92
Australia,AUS,2020-06-27,47.92
Australia,AUS,2020-06-28,47.92
Australia,AUS,2020-06-29,47.92
Australia,AUS,2020-06-30,47.92
Australia,AUS,2020-07-01,62.2
Australia,AUS,2020-07-02,62.2
Australia,AUS,2020-07-03,62.2
Australia,AUS,2020-07-04,62.2
Australia,AUS,2020-07-05,62.2
Australia,AUS,2020-07-06,62.2
Australia,AUS,2020-07-07,62.2
Australia,AUS,2020-07-08,68.75
Australia,AUS,2020-07-09,68.75
Australia,AUS,2020-07-10,68.75
Australia,AUS,2020-07-11,68.75
Australia,AUS,2020-07-12,68.75
Australia,AUS,2020-07-13,67.26
Australia,AUS,2020-07-14,67.26
Australia,AUS,2020-07-15,67.26
Australia,AUS,2020-07-16,62.5
Australia,AUS,2020-07-17,62.5
Australia,AUS,2020-07-18,62.5
Australia,AUS,2020-07-19,62.5
Australia,AUS,2020-07-20,62.5
Australia,AUS,2020-07-21,62.5
Australia,AUS,2020-07-22,62.5
Australia,AUS,2020-07-23,62.5
Australia,AUS,2020-07-24,62.5
Australia,AUS,2020-07-25,62.5
Australia,AUS,2020-07-26,62.5
Australia,AUS,2020-07-27,62.5
Australia,AUS,2020-07-28,62.5
Australia,AUS,2020-07-29,62.5
Australia,AUS,2020-07-30,67.86
Australia,AUS,2020-07-31,67.86
Australia,AUS,2020-08-01,67.86
Australia,AUS,2020-08-02,70.24
Australia,AUS,2020-08-03,72.62
Australia,AUS,2020-08-04,72.62
Australia,AUS,2020-08-05,72.62
Australia,AUS,2020-08-06,72.62
Australia,AUS,2020-08-07,72.62
Australia,AUS,2020-08-08,72.62
Australia,AUS,2020-08-09,72.62
Australia,AUS,2020-08-10,72.62
Australia,AUS,2020-08-11,72.62
Australia,AUS,2020-08-12,72.62
Australia,AUS,2020-08-13,72.62
Australia,AUS,2020-08-14,72.62
Australia,AUS,2020-08-15,72.62
Australia,AUS,2020-08-16,72.62
Australia,AUS,2020-08-17,72.62
Australia,AUS,2020-08-18,72.62
Australia,AUS,2020-08-19,72.62
Australia,AUS,2020-08-20,72.62
Australia,AUS,2020-08-21,72.62
Australia,AUS,2020-08-22,72.62
Australia,AUS,2020-08-23,72.62
Australia,AUS,2020-08-24,72.62
Australia,AUS,2020-08-25,72.62
Australia,AUS,2020-08-26,72.62
Australia,AUS,2020-08-27,72.62
Australia,AUS,2020-08-28,72.62
Australia,AUS,2020-08-29,72.62
Australia,AUS,2020-08-30,72.62
Australia,AUS,2020-08-31,72.62
Australia,AUS,2020-09-01,72.62
Australia,AUS,2020-09-02,72.62
Australia,AUS,2020-09-03,72.62
Australia,AUS,2020-09-04,72.62
Australia,AUS,2020-09-05,72.62
Australia,AUS,2020-09-06,72.62
Australia,AUS,2020-09-07,72.62
Australia,AUS,2020-09-08,72.62
Australia,AUS,2020-09-09,72.62
Australia,AUS,2020-09-10,72.62
Australia,AUS,2020-09-11,72.62
Australia,AUS,2020-09-12,72.62
Australia,AUS,2020-09-13,72.62
Australia,AUS,2020-09-14,72.62
Australia,AUS,2020-09-15,72.62
Australia,AUS,2020-09-16,72.62
Australia,AUS,2020-09-17,72.62
Australia,AUS,2020-09-18,72.62
Australia,AUS,2020-09-19,72.62
Australia,AUS,2020-09-20,72.62
Australia,AUS,2020-09-21,72.62
Australia,AUS,2020-09-22,72.62
Australia,AUS,2020-09-23,72.62
Australia,AUS,2020-09-24,72.62
Australia,AUS,2020-09-25,72.62
Australia,AUS,2020-09-26,72.62
Australia,AUS,2020-09-27,72.62
Australia,AUS,2020-09-28,67.86
Australia,AUS,2020-09-29,67.86
Australia,AUS,2020-09-30,67.86
Australia,AUS,2020-10-01,67.86
Australia,AUS,2020-10-02,67.86
Australia,AUS,2020-10-03,67.86
Australia,AUS,2020-10-04,67.86
Australia,AUS,2020-10-05,67.86
Australia,AUS,2020-10-06,67.86
Australia,AUS,2020-10-07,67.86
Australia,AUS,2020-10-08,67.86
Australia,AUS,2020-10-09,67.86
Australia,AUS,2020-10-10,67.86
Australia,AUS,2020-10-11,67.86
Australia,AUS,2020-10-12,67.86
Australia,AUS,2020-10-13,67.86
Australia,AUS,2020-10-14,67.86
Australia,AUS,2020-10-15,67.86
Australia,AUS,2020-10-16,67.86
Australia,AUS,2020-10-17,67.86
Australia,AUS,2020-10-18,67.86
Australia,AUS,2020-10-19,67.86
Australia,AUS,2020-10-20,67.86
Australia,AUS,2020-10-21,67.86
Australia,AUS,2020-10-22,67.86
Australia,AUS,2020-10-23,67.86
Australia,AUS,2020-10-24,67.86
Australia,AUS,2020-10-25,67.86
Australia,AUS,2020-10-26,67.86
Australia,AUS,2020-10-27,67.86
Australia,AUS,2020-10-28,60.71
Australia,AUS,2020-10-29,60.71
Australia,AUS,2020-10-30,61.9
Australia,AUS,2020-10-31,61.9
Australia,AUS,2020-11-01,61.9
Australia,AUS,2020-11-02,61.9
Australia,AUS,2020-11-03,61.9
Australia,AUS,2020-11-04,61.9
Australia,AUS,2020-11-05,59.52
Australia,AUS,2020-11-06,59.52
Australia,AUS,2020-11-07,59.52
Australia,AUS,2020-11-08,61.9
Australia,AUS,2020-11-09,61.9
Australia,AUS,2020-11-10,61.9
Australia,AUS,2020-11-11,61.9
Australia,AUS,2020-11-12,61.9
Australia,AUS,2020-11-13,61.9
Australia,AUS,2020-11-14,61.9
Australia,AUS,2020-11-15,61.9
Australia,AUS,2020-11-16,61.9
Australia,AUS,2020-11-17,61.9
Australia,AUS,2020-11-18,61.9
Australia,AUS,2020-11-19,61.9
Australia,AUS,2020-11-20,61.9
Australia,AUS,2020-11-21,61.9
Australia,AUS,2020-11-22,59.23
Australia,AUS,2020-11-23,59.23
Australia,AUS,2020-11-24,59.23
Australia,AUS,2020-11-25,59.23
Australia,AUS,2020-11-26,59.23
Australia,AUS,2020-11-27,59.23
Australia,AUS,2020-11-28,59.23
Australia,AUS,2020-11-29,59.23
Australia,AUS,2020-11-30,59.23
Australia,AUS,2020-12-01,57.14
Australia,AUS,2020-12-02,57.14
Australia,AUS,2020-12-03,57.14
Australia,AUS,2020-12-04,57.14
Australia,AUS,2020-12-05,57.14
Australia,AUS,2020-12-06,57.14
Australia,AUS,2020-12-07,57.14
Australia,AUS,2020-12-08,57.14
Australia,AUS,2020-12-09,57.14
Australia,AUS,2020-12-10,58.33
Australia,AUS,2020-12-11,58.33
Australia,AUS,2020-12-12,58.33
Australia,AUS,2020-12-13,58.33
Australia,AUS,2020-12-14,58.33
Australia,AUS,2020-12-15,58.33
Australia,AUS,2020-12-16,58.33
Australia,AUS,2020-12-17,58.33
Australia,AUS,2020-12-18,58.33
Australia,AUS,2020-12-19,63.69
Australia,AUS,2020-12-20,63.69
Australia,AUS,2020-12-21,63.69
Australia,AUS,2020-12-22,63.69
Australia,AUS,2020-12-23,63.69
Australia,AUS,2020-12-24,63.69
Australia,AUS,2020-12-25,63.69
Australia,AUS,2020-12-26,63.69
Australia,AUS,2020-12-27,63.69
Australia,AUS,2020-12-28,63.69
Australia,AUS,2020-12-29,63.69
Australia,AUS,2020-12-30,63.69
Australia,AUS,2020-12-31,63.69
Australia,AUS,2021-01-01,63.69
Australia,AUS,2021-01-02,63.69
Australia,AUS,2021-01-03,63.69
Australia,AUS,2021-01-04,63.69
Australia,AUS,2021-01-05,63.69
Australia,AUS,2021-01-06,63.69
Australia,AUS,2021-01-07,63.69
Australia,AUS,2021-01-08,68.45
Australia,AUS,2021-01-09,68.45
Australia,AUS,2021-01-10,68.45
Australia,AUS,2021-01-11,55.65
Australia,AUS,2021-01-12,55.65
Australia,AUS,2021-01-13,55.65
Australia,AUS,2021-01-14,55.65
Australia,AUS,2021-01-15,55.65
Australia,AUS,2021-01-16,55.65
Australia,AUS,2021-01-17,55.65
Australia,AUS,2021-01-18,55.65
Australia,AUS,2021-01-19,55.65
Australia,AUS,2021-01-20,55.65
Australia,AUS,2021-01-21,55.65
Australia,AUS,2021-01-22,55.65
Australia,AUS,2021-01-23,55.65
Australia,AUS,2021-01-24,55.65
Australia,AUS,2021-01-25,55.65
Australia,AUS,2021-01-26,55.65
Australia,AUS,2021-01-27,55.65
Australia,AUS,2021-01-28,55.65
Australia,AUS,2021-01-29,55.65
Australia,AUS,2021-01-30,55.65
Australia,AUS,2021-01-31,67.86
Australia,AUS,2021-02-01,72.62
Australia,AUS,2021-02-02,72.62
Australia,AUS,2021-02-03,72.62
Australia,AUS,2021-02-04,72.62
Australia,AUS,2021-02-05,61.9
Australia,AUS,2021-02-06,61.9
Australia,AUS,2021-02-07,61.9
Australia,AUS,2021-02-08,57.14
Australia,AUS,2021-02-09,57.14
Australia,AUS,2021-02-10,57.14
Australia,AUS,2021-02-11,57.14
Australia,AUS,2021-02-12,69.64
Australia,AUS,2021-02-13,69.64
Australia,AUS,2021-02-14,69.64
Australia,AUS,2021-02-15,74.4
Australia,AUS,2021-02-16,72.62
Australia,AUS,2021-02-17,72.62
Australia,AUS,2021-02-18,56.55
Australia,AUS,2021-02-19,56.55
Australia,AUS,2021-02-20,56.55
Australia,AUS,2021-02-21,59.4
Australia,AUS,2021-02-22,59.4
Australia,AUS,2021-02-23,59.4
Australia,AUS,2021-02-24,59.4
Australia,AUS,2021-02-25,59.4
Australia,AUS,2021-02-26,59.4
Australia,AUS,2021-02-27,55.54
Australia,AUS,2021-02-28,55.54
Australia,AUS,2021-03-01,55.54
Australia,AUS,2021-03-02,55.54
Australia,AUS,2021-03-03,55.54
Australia,AUS,2021-03-04,55.54
Australia,AUS,2021-03-05,55.54
Australia,AUS,2021-03-06,55.54
Australia,AUS,2021-03-07,55.54
Australia,AUS,2021-03-08,55.54
Australia,AUS,2021-03-09,55.54
Australia,AUS,2021-03-10,55.54
Australia,AUS,2021-03-11,54.35
Australia,AUS,2021-03-12,54.35
Australia,AUS,2021-03-13,54.35
Australia,AUS,2021-03-14,54.35
Australia,AUS,2021-03-15,50.77
Australia,AUS,2021-03-16,50.77
Australia,AUS,2021-03-17,50.77
Australia,AUS,2021-03-18,50.77
Australia,AUS,2021-03-19,50.77
Australia,AUS,2021-03-20,50.77
Australia,AUS,2021-03-21,50.77
Australia,AUS,2021-03-22,53.63
Australia,AUS,2021-03-23,53.63
Australia,AUS,2021-03-24,53.63
Australia,AUS,2021-03-25,53.63
Australia,AUS,2021-03-26,59.58
Australia,AUS,2021-03-27,59.58
Australia,AUS,2021-03-28,59.58
Australia,AUS,2021-03-29,76.55
Australia,AUS,2021-03-30,76.55
Australia,AUS,2021-03-31,76.55
Australia,AUS,2021-04-01,58.1
Australia,AUS,2021-04-02,58.1
Australia,AUS,2021-04-03,58.1
Australia,AUS,2021-04-04,58.1
Australia,AUS,2021-04-05,58.1
Australia,AUS,2021-04-06,58.1
Australia,AUS,2021-04-07,58.1
Australia,AUS,2021-04-08,58.1
Australia,AUS,2021-04-09,58.1
Australia,AUS,2021-04-10,57.2
Australia,AUS,2021-04-11,57.2
Australia,AUS,2021-04-12,57.2
Australia,AUS,2021-04-13,57.2
Australia,AUS,2021-04-14,57.2
Australia,AUS,2021-04-15,53.63
Australia,AUS,2021-04-16,53.63
Australia,AUS,2021-04-17,53.63
Australia,AUS,2021-04-18,53.63
Australia,AUS,2021-04-19,50.06
Australia,AUS,2021-04-20,50.06
Australia,AUS,2021-04-21,50.06
Australia,AUS,2021-04-22,50.06
Australia,AUS,2021-04-23,52.74
Australia,AUS,2021-04-24,78.33
Australia,AUS,2021-04-25,78.33
Australia,AUS,2021-04-26,78.33
Australia,AUS,2021-04-27,64.64
Australia,AUS,2021-04-28,64.64
Australia,AUS,2021-04-29,64.64
Australia,AUS,2021-04-30,64.64
Australia,AUS,2021-05-01,56.9
Australia,AUS,2021-05-02,59.29
Australia,AUS,2021-05-03,59.29
Australia,AUS,2021-05-04,59.29
Australia,AUS,2021-05-05,59.29
Australia,AUS,2021-05-06,59.29
Australia,AUS,2021-05-07,59.29
Australia,AUS,2021-05-08,53.63
Australia,AUS,2021-05-09,53.63
Australia,AUS,2021-05-10,53.63
Australia,AUS,2021-05-11,50.06
Australia,AUS,2021-05-12,50.06
Australia,AUS,2021-05-13,50.06
Australia,AUS,2021-05-14,50.06
Australia,AUS,2021-05-15,50.06
Australia,AUS,2021-05-16,50.06
Australia,AUS,2021-05-17,48.27
Australia,AUS,2021-05-18,48.27
Australia,AUS,2021-05-19,48.27
Australia,AUS,2021-05-20,48.27
Australia,AUS,2021-05-21,48.27
Australia,AUS,2021-05-22,48.27
Australia,AUS,2021-05-23,48.27
Australia,AUS,2021-05-24,48.27
Australia,AUS,2021-05-25,51.85
Australia,AUS,2021-05-26,55.42
Australia,AUS,2021-05-27,55.42
Australia,AUS,2021-05-28,76.55
Australia,AUS,2021-05-29,76.55
Australia,AUS,2021-05-30,76.55
Australia,AUS,2021-05-31,76.55
Australia,AUS,2021-06-01,76.55
Australia,AUS,2021-06-02,76.55
Australia,AUS,2021-06-03,76.55
Australia,AUS,2021-06-04,74.17
Australia,AUS,2021-06-05,74.17
Australia,AUS,2021-06-06,74.17
Australia,AUS,2021-06-07,74.17
Australia,AUS,2021-06-08,74.17
Australia,AUS,2021-06-09,74.17
Australia,AUS,2021-06-10,74.17
Australia,AUS,2021-06-11,62.26
Australia,AUS,2021-06-12,62.26
Australia,AUS,2021-06-13,62.26
Australia,AUS,2021-06-14,62.26
Australia,AUS,2021-06-15,62.26
Australia,AUS,2021-06-16,62.26
Australia,AUS,2021-06-17,62.26
Australia,AUS,2021-06-18,59.88
Australia,AUS,2021-06-19,59.88
Australia,AUS,2021-06-20,59.88
Australia,AUS,2021-06-21,59.88
Australia,AUS,2021-06-22,59.88
Australia,AUS,2021-06-23,59.88
Australia,AUS,2021-06-24,59.88
Australia,AUS,2021-06-25,59.88
Australia,AUS,2021-06-26,71.79
Australia,AUS,2021-06-27,74.17
Australia,AUS,2021-06-28,74.17
Australia,AUS,2021-06-29,71.79
Australia,AUS,2021-06-30,73.21
Australia,AUS,2021-07-01,73.21
Australia,AUS,2021-07-02,73.21
Australia,AUS,2021-07-03,73.21
Australia,AUS,2021-07-04,73.21
Australia,AUS,2021-07-05,73.21
Australia,AUS,2021-07-06,73.21
Australia,AUS,2021-07-07,73.21
Australia,AUS,2021-07-08,73.21
Australia,AUS,2021-07-09,73.21
Australia,AUS,2021-07-10,73.21
Australia,AUS,2021-07-11,73.21
Australia,AUS,2021-07-12,73.21
Australia,AUS,2021-07-13,73.21
Australia,AUS,2021-07-14,73.21
Australia,AUS,2021-07-15,73.21
Australia,AUS,2021-07-16,73.21
Australia,AUS,2021-07-17,73.21
Australia,AUS,2021-07-18,73.21
Australia,AUS,2021-07-19,73.21
Australia,AUS,2021-07-20,73.21
Australia,AUS,2021-07-21,73.21
Australia,AUS,2021-07-22,73.21
Australia,AUS,2021-07-23,73.21
Australia,AUS,2021-07-24,73.21
Australia,AUS,2021-07-25,73.21
Australia,AUS,2021-07-26,73.21
Australia,AUS,2021-07-27,73.21
Australia,AUS,2021-07-28,73.21
Australia,AUS,2021-07-29,73.21
Australia,AUS,2021-07-30,73.21
Australia,AUS,2021-07-31,73.21
Australia,AUS,2021-08-01,73.21
Australia,AUS,2021-08-02,73.21
Australia,AUS,2021-08-03,73.21
Australia,AUS,2021-08-04,73.21
Australia,AUS,2021-08-05,73.21
Australia,AUS,2021-08-06,73.21
Australia,AUS,2021-08-07,73.21
Australia,AUS,2021-08-08,73.21
Australia,AUS,2021-08-09,73.21
Australia,AUS,2021-08-10,73.21
Australia,AUS,2021-08-11,73.21
Australia,AUS,2021-08-12,75.6
Australia,AUS,2021-08-13,75.6
Australia,AUS,2021-08-14,75.6
Australia,AUS,2021-08-15,75.6
Australia,AUS,2021-08-16,75.6
Australia,AUS,2021-08-17,75.6
Australia,AUS,2021-08-18,75.6
Australia,AUS,2021-08-19,75.6
Australia,AUS,2021-08-20,75.6
Australia,AUS,2021-08-21,75.6
Australia,AUS,2021-08-22,75.6
Australia,AUS,2021-08-23,75.6
Australia,AUS,2021-08-24,75.6
Australia,AUS,2021-08-25,75.6
Australia,AUS,2021-08-26,75.6
Australia,AUS,2021-08-27,75.6
Australia,AUS,2021-08-28,75.6
Australia,AUS,2021-08-29,75.6
Australia,AUS,2021-08-30,75.6
Australia,AUS,2021-08-31,75.6
Australia,AUS,2021-09-01,75.6
Australia,AUS,2021-09-02,75.6
Australia,AUS,2021-09-03,75.6
Australia,AUS,2021-09-04,75.6
Australia,AUS,2021-09-05,75.6
Australia,AUS,2021-09-06,75.6
Australia,AUS,2021-09-07,75.6
Australia,AUS,2021-09-08,75.6
Australia,AUS,2021-09-09,75.6
Australia,AUS,2021-09-10,75.6
Australia,AUS,2021-09-11,75.6
Australia,AUS,2021-09-12,75.6
Australia,AUS,2021-09-13,75.6
Australia,AUS,2021-09-14,75.6
Australia,AUS,2021-09-15,75.6
Australia,AUS,2021-09-16,75.6
Australia,AUS,2021-09-17,75.6
Australia,AUS,2021-09-18,75.6
Australia,AUS,2021-09-19,75.6
Australia,AUS,2021-09-20,75.6
Australia,AUS,2021-09-21,75.6
Australia,AUS,2021-09-22,75.6
Australia,AUS,2021-09-23,75.6
Australia,AUS,2021-09-24,75.6
Australia,AUS,2021-09-25,75.6
Australia,AUS,2021-09-26,75.6
Australia,AUS,2021-09-27,75.6
Australia,AUS,2021-09-28,75.6
Australia,AUS,2021-09-29,75.6
Australia,AUS,2021-09-30,75.6
Australia,AUS,2021-10-01,75.6
Australia,AUS,2021-10-02,75.6
Australia,AUS,2021-10-03,75.6
Australia,AUS,2021-10-04,75.6
Australia,AUS,2021-10-05,75.6
Australia,AUS,2021-10-06,75.6
Australia,AUS,2021-10-07,75.6
Australia,AUS,2021-10-08,77.38
Australia,AUS,2021-10-09,77.38
Australia,AUS,2021-10-10,77.38
Australia,AUS,2021-10-11,76.18
Australia,AUS,2021-10-12,76.16
Australia,AUS,2021-10-13,76.14
Australia,AUS,2021-10-14,76.12
Australia,AUS,2021-10-15,76.1
Australia,AUS,2021-10-16,76.08
Australia,AUS,2021-10-17,76.07
Australia,AUS,2021-10-18,76.06
Australia,AUS,2021-10-19,76.04
Australia,AUS,2021-10-20,76.02
Australia,AUS,2021-10-21,76.0
Australia,AUS,2021-10-22,71.82
Australia,AUS,2021-10-23,71.8
Australia,AUS,2021-10-24,71.79
Australia,AUS,2021-10-25,70.59
Australia,AUS,2021-10-26,70.58
Australia,AUS,2021-10-27,70.56
Australia,AUS,2021-10-28,70.55
Australia,AUS,2021-10-29,68.75
Australia,AUS,2021-10-30,68.74
Australia,AUS,2021-10-31,68.74
Australia,AUS,2021-11-01,66.45
Australia,AUS,2021-11-02,66.43
Australia,AUS,2021-11-03,66.4
Australia,AUS,2021-11-04,66.37
Australia,AUS,2021-11-05,66.34
Australia,AUS,2021-11-06,66.32
Australia,AUS,2021-11-07,66.31
Australia,AUS,2021-11-08,66.29
Australia,AUS,2021-11-09,66.27
Australia,AUS,2021-11-10,66.24
Australia,AUS,2021-11-11,66.22
Australia,AUS,2021-11-12,66.2
Australia,AUS,2021-11-13,66.19
Australia,AUS,2021-11-14,66.18
Australia,AUS,2021-11-15,73.89
Australia,AUS,2021-11-16,75.66
Australia,AUS,2021-11-17,75.64
Australia,AUS,2021-11-18,75.62
Australia,AUS,2021-11-19,75.61
Australia,AUS,2021-11-20,75.6
Australia,AUS,2021-11-21,75.6
Australia,AUS,2021-11-22,75.58
Australia,AUS,2021-11-23,75.56
Australia,AUS,2021-11-24,75.55
Australia,AUS,2021-11-25,75.53
Australia,AUS,2021-11-26,75.52
Australia,AUS,2021-11-27,76.79
Australia,AUS,2021-11-28,76.79
Australia,AUS,2021-11-29,76.78
Australia,AUS,2021-11-30,76.77
Australia,AUS,2021-12-01,76.76
Australia,AUS,2021-12-02,76.75
Australia,AUS,2021-12-03,76.75
Australia,AUS,2021-12-04,76.74
Australia,AUS,2021-12-05,76.74
Australia,AUS,2021-12-06,76.73
Australia,AUS,2021-12-07,74.94
Australia,AUS,2021-12-08,74.93
Australia,AUS,2021-12-09,74.92
Australia,AUS,2021-12-10,74.92
Australia,AUS,2021-12-11,74.91
Australia,AUS,2021-12-12,74.91
Australia,AUS,2021-12-13,74.9
Australia,AUS,2021-12-14,65.37
Australia,AUS,2021-12-15,58.12
Australia,AUS,2021-12-16,58.1
Australia,AUS,2021-12-17,58.09
Australia,AUS,2021-12-18,58.08
Australia,AUS,2021-12-19,58.07
Australia,AUS,2021-12-20,58.06
Australia,AUS,2021-12-21,58.04
Australia,AUS,2021-12-22,58.03
Australia,AUS,2021-12-23,58.02
Australia,AUS,2021-12-24,58.02
Australia,AUS,2021-12-25,58.02
Australia,AUS,2021-12-26,58.01
Australia,AUS,2021-12-27,58.01
Australia,AUS,2021-12-28,58.01
Australia,AUS,2021-12-29,58.0
Australia,AUS,2021-12-30,57.99
Australia,AUS,2021-12-31,57.99
Australia,AUS,2022-01-01,57.99
Australia,AUS,2022-01-02,57.98
Australia,AUS,2022-01-03,57.98
Australia,AUS,2022-01-04,57.97
Australia,AUS,2022-01-05,57.96
Australia,AUS,2022-01-06,61.52
Australia,AUS,2022-01-07,61.51
Australia,AUS,2022-01-08,61.5
Australia,AUS,2022-01-09,61.5
Australia,AUS,2022-01-10,61.49
Australia,AUS,2022-01-11,57.91
Australia,AUS,2022-01-12,57.9
Australia,AUS,2022-01-13,61.46
Australia,AUS,2022-01-14,61.45
Australia,AUS,2022-01-15,61.45
Australia,AUS,2022-01-16,61.45
Australia,AUS,2022-01-17,61.44
Australia,AUS,2022-01-18,61.44
Australia,AUS,2022-01-19,61.43
Australia,AUS,2022-01-20,61.42
Australia,AUS,2022-01-21,61.42
Australia,AUS,2022-01-22,63.2
Australia,AUS,2022-01-23,63.19
Australia,AUS,2022-01-24,63.19
Australia,AUS,2022-01-25,63.18
Australia,AUS,2022-01-26,63.18
Australia,AUS,2022-01-27,63.17
Australia,AUS,2022-01-28,63.17
Australia,AUS,2022-01-29,63.16
Australia,AUS,2022-01-30,57.73
Australia,AUS,2022-01-31,57.72
Australia,AUS,2022-02-01,57.71
Australia,AUS,2022-02-02,57.7
Australia,AUS,2022-02-03,57.69
Australia,AUS,2022-02-04,57.68
Australia,AUS,2022-02-05,57.68
Australia,AUS,2022-02-06,57.68
Australia,AUS,2022-02-07,57.67
Australia,AUS,2022-02-08,57.66
Australia,AUS,2022-02-09,57.65
Australia,AUS,2022-02-10,57.65
Australia,AUS,2022-02-11,57.64
Australia,AUS,2022-02-12,57.64
Australia,AUS,2022-02-13,50.89
Australia,AUS,2022-02-14,50.88
