Entity,Code,Day,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Denmark,DNK,2021-10-28,3175.53,3288.69,,,1380.429
Denmark,DNK,2021-10-29,3073.8,3461.58,,,1466.143
Denmark,DNK,2021-10-30,2975.0,3662.42,,,1539.571
Denmark,DNK,2021-10-31,2878.84,3881.62,,,1598.0
Denmark,DNK,2021-11-01,2785.17,4091.66,,,1624.143
Denmark,DNK,2021-11-02,2693.91,4285.31,,,1630.714
Denmark,DNK,2021-11-03,2605.03,4448.97,,,1734.714
Denmark,DNK,2021-11-04,2518.5,4571.47,,,1750.0
Denmark,DNK,2021-11-05,2535.22,4656.52,,,1857.286
Denmark,DNK,2021-11-06,2658.2,4696.76,,,1924.0
Denmark,DNK,2021-11-07,2807.59,4711.54,,,1984.857
Denmark,DNK,2021-11-08,2955.71,4720.4,,,2111.143
Denmark,DNK,2021-11-09,3097.35,4715.81,,,2230.714
Denmark,DNK,2021-11-10,3234.71,4711.07,,,2313.714
Denmark,DNK,2021-11-11,3371.09,4715.29,,,2462.143
Denmark,DNK,2021-11-12,3509.0,4723.88,,,2395.571
Denmark,DNK,2021-11-13,3649.88,4744.68,,,2729.0
Denmark,DNK,2021-11-14,3796.25,4772.69,,,2850.571
Denmark,DNK,2021-11-15,3952.14,4799.71,,,2965.857
Denmark,DNK,2021-11-16,4119.65,4831.43,,,3162.429
Denmark,DNK,2021-11-17,4299.75,4871.86,,,3353.429
Denmark,DNK,2021-11-18,4493.16,4914.83,,,3480.571
Denmark,DNK,2021-11-19,4627.99,4963.81,,,3749.286
Denmark,DNK,2021-11-20,4695.6,5916.29,,,3675.714
Denmark,DNK,2021-11-21,4749.74,5734.39,,,3796.714
Denmark,DNK,2021-11-22,4810.83,5982.07,,,3824.143
Denmark,DNK,2021-11-23,4884.12,6306.26,,,3830.0
Denmark,DNK,2021-11-24,4969.36,6683.94,,,3872.857
Denmark,DNK,2021-11-25,5065.04,7102.17,,,3947.0
Denmark,DNK,2021-11-26,5169.9,7550.66,,,4000.857
Denmark,DNK,2021-11-27,5283.28,8016.92,,,4001.714
Denmark,DNK,2021-11-28,5405.0,8488.91,,,3994.429
Denmark,DNK,2021-11-29,5535.18,8964.54,,,4119.429
Denmark,DNK,2021-11-30,5674.13,9462.9,,,4207.286
Denmark,DNK,2021-12-01,5822.22,9978.83,,,4200.0
Denmark,DNK,2021-12-02,5979.88,10473.17,,,4299.143
Denmark,DNK,2021-12-03,6160.5,10910.62,,,4340.571
Denmark,DNK,2021-12-04,6365.52,11322.26,,,4409.571
Denmark,DNK,2021-12-05,6585.63,11789.17,,,4492.571
Denmark,DNK,2021-12-06,6817.77,12318.88,,,4312.0
Denmark,DNK,2021-12-07,7061.64,12883.02,,,4714.857
Denmark,DNK,2021-12-08,7317.86,13459.59,,,5025.714
Denmark,DNK,2021-12-09,7587.22,14024.16,,,5241.286
Denmark,DNK,2021-12-10,7870.39,14633.5,,,5570.571
Denmark,DNK,2021-12-11,8167.88,15298.64,,,5862.0
Denmark,DNK,2021-12-12,8480.08,15968.16,,,6045.0
Denmark,DNK,2021-12-13,8807.22,16697.14,,,6468.286
Denmark,DNK,2021-12-14,9149.46,17483.49,,,6561.571
Denmark,DNK,2021-12-15,9506.82,18267.33,,,6845.857
Denmark,DNK,2021-12-16,9879.2,19081.06,,,7152.143
Denmark,DNK,2021-12-17,10001.96,19816.01,,,7582.714
Denmark,DNK,2021-12-18,9846.84,20299.39,,,9107.0
Denmark,DNK,2021-12-19,9613.9,20603.51,,,9573.571
Denmark,DNK,2021-12-20,9380.96,20823.44,,,9935.429
Denmark,DNK,2021-12-21,9169.48,21000.2,,,10312.571
Denmark,DNK,2021-12-22,8979.23,21198.74,,,11061.714
Denmark,DNK,2021-12-23,8804.13,21377.54,,,11720.714
Denmark,DNK,2021-12-24,8638.28,21552.15,,,12076.143
Denmark,DNK,2021-12-25,8477.55,21795.79,,,11213.286
Denmark,DNK,2021-12-26,8319.51,22060.89,,,11378.286
Denmark,DNK,2021-12-27,8162.9,22338.72,,,12281.429
Denmark,DNK,2021-12-28,8007.21,22637.62,,,13099.286
Denmark,DNK,2021-12-29,7852.38,22958.66,,,13019.571
Denmark,DNK,2021-12-30,7698.58,23405.65,,,14425.571
Denmark,DNK,2021-12-31,7583.63,24037.91,,,15342.143
Denmark,DNK,2022-01-01,7509.18,24886.9,,,16408.715
Denmark,DNK,2022-01-02,7445.41,25943.59,,,17959.857
Denmark,DNK,2022-01-03,7381.35,27083.78,,,16975.57
Denmark,DNK,2022-01-04,7314.51,28317.7,,,15923.714
Denmark,DNK,2022-01-05,7245.56,29701.2,,,17648.43
Denmark,DNK,2022-01-06,7175.87,31133.21,,,18370.57
Denmark,DNK,2022-01-07,7106.67,32608.95,,,19383.715
Denmark,DNK,2022-01-08,7038.86,34150.64,,,19321.715
Denmark,DNK,2022-01-09,6973.11,35686.01,,,18136.43
Denmark,DNK,2022-01-10,6909.88,37200.47,,,19749.857
Denmark,DNK,2022-01-11,6849.49,38662.93,,,20551.715
Denmark,DNK,2022-01-12,6792.22,40047.26,,,20169.285
Denmark,DNK,2022-01-13,6737.55,41324.52,,,19606.43
Denmark,DNK,2022-01-14,6884.15,42380.2,,,19571.57
Denmark,DNK,2022-01-15,7240.08,43186.72,,,20336.285
Denmark,DNK,2022-01-16,7648.15,43903.78,,,22114.285
Denmark,DNK,2022-01-17,8053.97,44657.02,,,23103.0
Denmark,DNK,2022-01-18,8446.74,45355.73,,,25155.285
Denmark,DNK,2022-01-19,8829.7,45969.91,,,26740.57
Denmark,DNK,2022-01-20,9207.97,46585.74,,,28800.0
Denmark,DNK,2022-01-21,9584.88,47114.94,,,30925.0
Denmark,DNK,2022-01-22,9961.66,47582.9,,,34241.715
Denmark,DNK,2022-01-23,10338.01,48088.47,,,35825.43
Denmark,DNK,2022-01-24,10712.79,48610.64,,,38089.57
Denmark,DNK,2022-01-25,11084.42,49301.57,,,39742.145
Denmark,DNK,2022-01-26,11451.13,50167.25,,,41613.145
Denmark,DNK,2022-01-27,11811.12,51006.8,,,42754.285
Denmark,DNK,2022-01-28,12071.76,51793.14,,,44241.0
Denmark,DNK,2022-01-29,12223.34,52431.04,,,45215.855
Denmark,DNK,2022-01-30,12333.49,52753.05,,,45924.855
Denmark,DNK,2022-01-31,12427.02,52754.85,,,45093.145
Denmark,DNK,2022-02-01,12509.67,52467.32,,,43484.0
Denmark,DNK,2022-02-02,12580.43,51886.59,,,43309.145
Denmark,DNK,2022-02-03,12636.92,51127.26,,,44488.285
Denmark,DNK,2022-02-04,12677.22,50406.1,,,43515.715
Denmark,DNK,2022-02-05,12700.24,49830.56,,,41590.57
Denmark,DNK,2022-02-06,12705.6,49294.18,,,41320.145
Denmark,DNK,2022-02-07,12693.39,48639.5,,,41365.285
Denmark,DNK,2022-02-08,12663.98,47839.47,,,42188.855
Denmark,DNK,2022-02-09,12617.93,46871.64,,,42822.0
Denmark,DNK,2022-02-10,12555.91,45605.22,,,42839.0
Denmark,DNK,2022-02-11,11969.5,44066.33,,,44199.285
Denmark,DNK,2022-02-12,10842.17,42368.31,,,45340.855
Denmark,DNK,2022-02-13,9604.92,40552.12,,,46078.0
Denmark,DNK,2022-02-14,8439.09,38738.94,,,46336.715
Denmark,DNK,2022-02-15,7403.91,36948.7,,,45568.855
Denmark,DNK,2022-02-16,6505.05,35204.43,,,44594.57
Denmark,DNK,2022-02-17,5728.57,33715.25,,,42855.715
Denmark,DNK,2022-02-18,5056.13,32458.15,,,40977.57
Denmark,DNK,2022-02-19,4470.79,31321.9,,,39190.145
Denmark,DNK,2022-02-20,3958.59,30332.85,,,37612.145
Denmark,DNK,2022-02-21,3508.47,29391.72,,,35807.43
Denmark,DNK,2022-02-22,3111.67,28441.28,,,35723.0
Denmark,DNK,2022-02-23,2761.16,27536.56,,,33937.57
Denmark,DNK,2022-02-24,2451.13,26624.38,,,31950.715
Denmark,DNK,2022-02-25,2362.38,25690.83,,,29752.0
Denmark,DNK,2022-02-26,2477.16,24758.82,,,27912.857
Denmark,DNK,2022-02-27,2633.33,23825.53,,,25635.0
Denmark,DNK,2022-02-28,2776.95,22921.76,,,24315.57
Denmark,DNK,2022-03-01,2899.39,22019.67,,,22557.715
Denmark,DNK,2022-03-02,3006.43,21104.9,,,20855.0
Denmark,DNK,2022-03-03,3105.59,20251.49,,,19629.0
Denmark,DNK,2022-03-04,3202.38,19465.84,,,18409.0
Denmark,DNK,2022-03-05,3300.03,18710.96,,,17579.143
Denmark,DNK,2022-03-06,3400.12,17998.63,,,17347.143
Denmark,DNK,2022-03-07,3503.35,17342.67,,,16543.285
Denmark,DNK,2022-03-08,3610.01,16749.21,,,15921.429
Denmark,DNK,2022-03-09,3720.22,16229.46,,,15480.571
Denmark,DNK,2022-03-10,3834.06,15791.43,,,14980.571
Denmark,DNK,2022-03-11,4033.23,15407.21,,,14643.429
Denmark,DNK,2022-03-12,4326.86,15073.44,,,14193.571
Denmark,DNK,2022-03-13,4656.25,14766.5,,,12958.714
Denmark,DNK,2022-03-14,5001.98,14398.13,,,12363.143
Denmark,DNK,2022-03-15,5361.45,13946.25,,,11744.143
Denmark,DNK,2022-03-16,5737.45,13407.15,,,10954.429
Denmark,DNK,2022-03-17,6133.52,12784.92,,,9901.143
Denmark,DNK,2022-03-18,6552.47,12149.77,,,9046.429
Denmark,DNK,2022-03-19,6996.32,11535.35,,,8102.143
Denmark,DNK,2022-03-20,7466.54,10969.16,,,7996.571
Denmark,DNK,2022-03-21,7964.22,10506.33,,,7757.429
Denmark,DNK,2022-03-22,8490.27,10163.8,,,7375.857
Denmark,DNK,2022-03-23,9045.49,9949.42,,,7012.143
Denmark,DNK,2022-03-24,9630.51,9861.08,,,6541.571
Denmark,DNK,2022-03-25,9672.96,9845.16,,,6124.714
Denmark,DNK,2022-03-26,9099.72,9851.65,,,5901.571
Denmark,DNK,2022-03-27,8348.6,9880.07,,,5611.571
Denmark,DNK,2022-03-28,7604.29,9917.14,,,5379.429
Denmark,DNK,2022-03-29,6928.64,9920.18,,,5115.286
Denmark,DNK,2022-03-30,6331.07,9864.29,,,4700.286
Denmark,DNK,2022-03-31,5802.79,9740.78,,,4431.714
Denmark,DNK,2022-04-01,5331.47,9567.61,,,4220.714
Denmark,DNK,2022-04-02,4906.47,9399.55,,,3841.571
Denmark,DNK,2022-04-03,4519.86,9262.72,,,3631.571
Denmark,DNK,2020-02-10,,24.23,,,0.0
Denmark,DNK,2020-02-11,,24.71,,,0.0
Denmark,DNK,2020-02-12,,25.95,,,0.0
Denmark,DNK,2020-02-13,,28.14,,,0.0
Denmark,DNK,2020-02-14,,31.78,,,0.0
Denmark,DNK,2020-02-15,,37.14,,,0.0
Denmark,DNK,2020-02-16,,46.3,,,0.0
Denmark,DNK,2020-02-17,,60.89,,,0.0
Denmark,DNK,2020-02-18,,77.86,,,0.0
Denmark,DNK,2020-02-19,,98.3,419.0,,0.0
Denmark,DNK,2020-02-20,,126.8,419.0,,0.0
Denmark,DNK,2020-02-21,,164.47,419.0,,0.0
Denmark,DNK,2020-02-22,,227.24,419.0,,0.0
Denmark,DNK,2020-02-23,,345.62,419.0,,0.0
Denmark,DNK,2020-02-24,,531.58,419.0,,0.0
Denmark,DNK,2020-02-25,,775.06,419.0,,0.0
Denmark,DNK,2020-02-26,,1055.15,419.0,,0.0
Denmark,DNK,2020-02-27,,1326.3,419.0,,0.0
Denmark,DNK,2020-02-28,,1544.7,1407.0,,0.143
Denmark,DNK,2020-02-29,,1700.95,1390.0,,0.143
Denmark,DNK,2020-03-01,,1785.64,1484.0,,0.429
Denmark,DNK,2020-03-02,,1804.27,1676.0,,0.571
Denmark,DNK,2020-03-03,,1795.01,2071.0,,0.571
Denmark,DNK,2020-03-04,,1784.03,2652.0,,0.857
Denmark,DNK,2020-03-05,,1789.14,3026.0,,1.429
Denmark,DNK,2020-03-06,,1826.69,3279.0,,1.286
Denmark,DNK,2020-03-07,,1896.1,3532.0,,3.143
Denmark,DNK,2020-03-08,,1987.91,3772.0,,2.857
Denmark,DNK,2020-03-09,,2088.18,3993.0,80.2012890290767,4.429
Denmark,DNK,2020-03-10,,2181.49,4089.0,251.677926214566,12.286
Denmark,DNK,2020-03-11,,2262.17,4069.0,588.676105408096,36.571
Denmark,DNK,2020-03-12,,2332.66,3980.0,1147.03947207301,47.143
Denmark,DNK,2020-03-13,,2387.7,3856.0,1464.4703569532,94.857
Denmark,DNK,2020-03-14,,2420.15,3711.0,1715.38766464097,111.143
Denmark,DNK,2020-03-15,,2436.04,3546.0,1718.5362605783,114.857
Denmark,DNK,2020-03-16,,2442.36,3363.0,1774.67913014548,118.429
Denmark,DNK,2020-03-17,,2442.18,3177.0,1703.96726358126,115.429
Denmark,DNK,2020-03-18,,2439.32,2996.0,1550.31466799879,102.143
Denmark,DNK,2020-03-19,,2432.27,2826.0,1197.09811199698,102.429
Denmark,DNK,2020-03-20,,2419.38,2666.0,929.349010892386,68.143
Denmark,DNK,2020-03-21,,2405.53,2517.0,863.27296426164,64.857
Denmark,DNK,2020-03-22,,2389.95,2376.0,933.840685327447,71.286
Denmark,DNK,2020-03-23,,2358.05,2245.0,950.855158631223,75.857
Denmark,DNK,2020-03-24,,2301.12,2124.0,942.843359437019,80.286
Denmark,DNK,2020-03-25,,2218.93,2013.0,988.218402222084,87.714
Denmark,DNK,2020-03-26,,2112.8,1910.0,1035.48736526039,95.286
Denmark,DNK,2020-03-27,,1993.76,1814.0,1203.73107726321,103.714
Denmark,DNK,2020-03-28,,1866.27,1725.0,1278.39163927712,113.0
Denmark,DNK,2020-03-29,,1735.42,1643.0,1377.95041038711,125.0
Denmark,DNK,2020-03-30,,1618.65,1567.0,1534.00089048463,142.857
Denmark,DNK,2020-03-31,,1518.07,1496.0,1668.6239252912,159.571
Denmark,DNK,2020-04-01,,1432.18,1431.0,1845.63698806365,181.286
Denmark,DNK,2020-04-02,,1369.73,1369.0,1957.92782834788,197.571
Denmark,DNK,2020-04-03,,1328.8,1312.0,2079.14902094389,215.571
Denmark,DNK,2020-04-04,,1301.0,1259.0,2294.11943441317,244.429
Denmark,DNK,2020-04-05,,1280.8,1210.0,2447.52751756276,268.0
Denmark,DNK,2020-04-06,,1262.05,1163.0,2505.8062295236,282.0
Denmark,DNK,2020-04-07,,1237.98,1119.0,2598.60940197051,300.571
Denmark,DNK,2020-04-08,,1204.59,1078.0,2656.94795093572,315.857
Denmark,DNK,2020-04-09,,1162.86,1040.0,2683.43413895697,327.857
Denmark,DNK,2020-04-10,,1112.53,1003.0,2558.81546982614,321.286
Denmark,DNK,2020-04-11,,1055.29,969.0,2283.04851744914,294.571
Denmark,DNK,2020-04-12,,995.48,936.0,2067.88928846583,274.143
Denmark,DNK,2020-04-13,,933.65,905.0,1893.25813610253,257.857
Denmark,DNK,2020-04-14,,875.08,876.0,1671.57500467001,233.857
Denmark,DNK,2020-04-15,,824.27,848.0,1431.70955230137,205.714
Denmark,DNK,2020-04-16,,777.25,821.0,1238.38559369526,182.714
Denmark,DNK,2020-04-17,,734.94,796.0,1173.22637093254,177.714
Denmark,DNK,2020-04-18,,699.82,771.0,1152.1904685142,179.143
Denmark,DNK,2020-04-19,,668.84,748.0,1115.5814360945,178.0
Denmark,DNK,2020-04-20,,641.29,725.0,1055.89696826631,172.857
Denmark,DNK,2020-04-21,,616.84,704.0,1018.31891872292,171.0
Denmark,DNK,2020-04-22,,593.38,683.0,982.194830217191,169.143
Denmark,DNK,2020-04-23,,569.19,662.0,996.011930609452,175.857
Denmark,DNK,2020-04-24,,542.47,643.0,942.494761039508,170.571
Denmark,DNK,2020-04-25,,512.57,623.0,875.821846967063,162.429
Denmark,DNK,2020-04-26,,478.68,605.0,904.501385202471,171.857
Denmark,DNK,2020-04-27,,442.2,587.0,874.296724421397,170.143
Denmark,DNK,2020-04-28,,408.21,569.0,848.103092287163,169.0
Denmark,DNK,2020-04-29,,379.84,552.0,809.571294594417,165.143
Denmark,DNK,2020-04-30,,357.46,535.0,749.99160804451,156.571
Denmark,DNK,2020-05-01,,342.2,518.0,725.68044770931,155.0
Denmark,DNK,2020-05-02,,335.28,502.0,719.933360197908,157.286
Denmark,DNK,2020-05-03,,335.84,486.0,615.163279324888,137.429
Denmark,DNK,2020-05-04,,342.03,470.0,593.002128743402,135.429
Denmark,DNK,2020-05-05,,348.75,455.0,594.934693289364,138.857
Denmark,DNK,2020-05-06,,351.74,440.0,581.108040726897,138.571
Denmark,DNK,2020-05-07,,354.0,424.0,571.877382558918,132.857
Denmark,DNK,2020-05-08,,353.68,410.0,531.349625678975,132.143
Denmark,DNK,2020-05-09,,347.29,395.0,510.407059061526,129.571
Denmark,DNK,2020-05-10,,339.72,380.0,502.936625182707,130.286
Denmark,DNK,2020-05-11,,330.22,366.0,489.76748241229,129.429
Denmark,DNK,2020-05-12,,316.27,352.0,446.859165258014,120.429
Denmark,DNK,2020-05-13,,300.92,337.0,400.363173583436,110.0
Denmark,DNK,2020-05-14,,283.9,323.0,348.965802185763,104.143
Denmark,DNK,2020-05-15,,267.14,309.0,315.484584690574,90.0
Denmark,DNK,2020-05-16,,252.98,296.0,281.739656491863,81.857
Denmark,DNK,2020-05-17,,238.94,282.0,260.308484928897,77.0
Denmark,DNK,2020-05-18,,225.57,268.0,236.312111682403,71.143
Denmark,DNK,2020-05-19,,214.7,254.0,212.214892901355,65.0
Denmark,DNK,2020-05-20,,206.14,241.0,207.741626513761,64.714
Denmark,DNK,2020-05-21,,199.33,227.0,202.983162551936,64.286
Denmark,DNK,2020-05-22,,193.62,214.0,208.158241439277,67.0
Denmark,DNK,2020-05-23,,188.26,201.0,191.785846653621,62.714
Denmark,DNK,2020-05-24,,181.17,187.0,185.404634064837,61.571
Denmark,DNK,2020-05-25,,172.63,174.0,183.478642464063,61.857
Denmark,DNK,2020-05-26,,164.51,161.0,174.954286671684,59.857
Denmark,DNK,2020-05-27,,156.3,149.0,158.057798994613,54.857
Denmark,DNK,2020-05-28,,148.99,140.0,147.342205280876,51.857
Denmark,DNK,2020-05-29,,143.42,131.0,132.140151298238,47.143
Denmark,DNK,2020-05-30,,139.55,123.0,143.444782969655,51.857
Denmark,DNK,2020-05-31,,139.28,115.0,134.202528995053,49.143
Denmark,DNK,2020-06-01,,142.3,108.0,119.054045550581,44.143
Denmark,DNK,2020-06-02,,146.59,101.0,118.762448338626,44.571
Denmark,DNK,2020-06-03,,150.68,96.0,115.120410720021,43.714
Denmark,DNK,2020-06-04,,153.46,90.0,108.239821303011,41.571
Denmark,DNK,2020-06-05,,155.93,85.0,109.999448289603,42.714
Denmark,DNK,2020-06-06,,157.85,81.0,102.649262691993,40.286
Denmark,DNK,2020-06-07,,158.35,76.0,104.84073684396,41.571
Denmark,DNK,2020-06-08,,159.67,73.0,99.5261382790245,39.857
Denmark,DNK,2020-06-09,,161.7,69.0,92.9248116614538,37.571
Denmark,DNK,2020-06-10,,161.76,66.0,93.4742123107287,38.143
Denmark,DNK,2020-06-11,,159.98,63.0,85.0144416857785,35.0
Denmark,DNK,2020-06-12,,156.57,60.0,77.067245067603,32.0
Denmark,DNK,2020-06-13,,150.86,58.0,76.4381491758329,32.0
Denmark,DNK,2020-06-14,,143.44,55.0,72.7912992263453,30.714
Denmark,DNK,2020-06-15,,134.71,53.0,82.3254043745076,35.0
Denmark,DNK,2020-06-16,,125.48,51.0,85.0692713872991,36.429
Denmark,DNK,2020-06-17,,116.97,49.0,82.4925945821293,35.571
Denmark,DNK,2020-06-18,,109.33,48.0,91.4927045379722,39.714
Denmark,DNK,2020-06-19,,103.05,46.0,101.054515846103,44.143
Denmark,DNK,2020-06-20,,98.92,45.0,94.9183795043053,41.714
Denmark,DNK,2020-06-21,,96.21,44.0,81.4451940855575,42.429
Denmark,DNK,2020-06-22,,93.5,42.0,63.6421889590707,41.143
Denmark,DNK,2020-06-23,,91.17,41.0,99.1203736046379,44.286
Denmark,DNK,2020-06-24,,91.03,40.0,98.9451075984302,44.429
Denmark,DNK,2020-06-25,,93.41,39.0,101.641072147997,45.857
Denmark,DNK,2020-06-26,,96.59,39.0,92.0411070094902,41.714
Denmark,DNK,2020-06-27,,99.72,38.0,89.1351101155156,40.571
Denmark,DNK,2020-06-28,,103.59,37.0,88.7717443784081,37.714
Denmark,DNK,2020-06-29,,107.95,37.0,88.4279938514454,34.857
Denmark,DNK,2020-06-30,,111.99,36.0,69.4903378407006,32.0
Denmark,DNK,2020-07-01,,116.03,36.0,63.9915448725742,29.571
Denmark,DNK,2020-07-02,,119.55,35.0,55.152433241326,25.571
Denmark,DNK,2020-07-03,,121.89,35.0,54.9793876839429,25.571
Denmark,DNK,2020-07-04,,123.6,35.0,48.0804880647991,22.429
Denmark,DNK,2020-07-05,,124.63,35.0,47.9450761487604,21.0
Denmark,DNK,2020-07-06,,125.37,34.0,47.8172369818388,19.571
Denmark,DNK,2020-07-07,,126.56,34.0,38.5821581264651,18.143
Denmark,DNK,2020-07-08,,127.53,35.0,36.3686063709656,17.143
Denmark,DNK,2020-07-09,,128.58,35.0,32.0531745187002,15.143
Denmark,DNK,2020-07-10,,130.9,35.0,30.4767706834138,14.429
Denmark,DNK,2020-07-11,,134.2,36.0,34.3299024807533,16.286
Denmark,DNK,2020-07-12,,138.09,37.0,34.2647438133444,18.429
Denmark,DNK,2020-07-13,,143.37,38.0,34.2034309918346,20.571
Denmark,DNK,2020-07-14,,149.45,39.0,47.6229390878124,22.714
Denmark,DNK,2020-07-15,,154.23,40.0,51.7340032432771,24.714
Denmark,DNK,2020-07-16,,157.08,42.0,57.3316879665183,27.429
Denmark,DNK,2020-07-17,,158.39,44.0,62.0207523584497,29.714
Denmark,DNK,2020-07-18,,158.59,46.0,67.5987061253645,32.429
Denmark,DNK,2020-07-19,,158.72,49.0,67.5154974494508,32.286
Denmark,DNK,2020-07-20,,159.24,52.0,67.4377776970714,32.143
Denmark,DNK,2020-07-21,,160.9,55.0,66.7712011899554,32.143
Denmark,DNK,2020-07-22,,164.9,59.0,71.4483666214054,34.429
Denmark,DNK,2020-07-23,,170.9,63.0,76.4159193943902,36.857
Denmark,DNK,2020-07-24,,178.14,68.0,78.7178438788445,38.0
Denmark,DNK,2020-07-25,,186.16,73.0,78.3592576865804,37.857
Denmark,DNK,2020-07-26,,193.99,78.0,78.3019814148482,38.857
Denmark,DNK,2020-07-27,,200.09,84.0,78.2496365051566,39.857
Denmark,DNK,2020-07-28,,203.63,91.0,84.1038635245484,40.714
Denmark,DNK,2020-07-29,,205.58,97.0,81.10953635651,39.286
Denmark,DNK,2020-07-30,,205.98,105.0,83.7215331722635,40.571
Denmark,DNK,2020-07-31,,205.29,113.0,98.714134026207,47.857
Denmark,DNK,2020-08-01,,205.23,121.0,103.390678153915,50.143
Denmark,DNK,2020-08-02,,204.29,130.0,103.357790756301,54.857
Denmark,DNK,2020-08-03,,202.57,140.0,103.330761745407,59.571
Denmark,DNK,2020-08-04,,202.51,151.0,132.153792015566,64.143
Denmark,DNK,2020-08-05,,202.23,162.0,145.965074269992,70.857
Estonia,EST,2020-08-06,625.97,32.74,76.0,23.6485281789955,6.429
Estonia,EST,2020-08-07,614.42,34.58,78.0,24.3659625171665,6.429
Estonia,EST,2020-08-08,603.02,36.19,81.0,23.0798478733645,6.429
Estonia,EST,2020-08-09,591.78,37.45,83.0,25.1437886895427,10.571
Estonia,EST,2020-08-10,580.71,38.62,86.0,24.5332775889973,10.571
Estonia,EST,2020-08-11,569.81,39.44,88.0,26.2779191847642,10.571
Estonia,EST,2020-08-12,559.08,39.83,91.0,,10.571
Estonia,EST,2020-08-13,548.53,40.03,94.0,,10.571
Estonia,EST,2020-08-14,536.33,39.84,97.0,,10.571
Estonia,EST,2020-08-15,522.4,39.38,100.0,,10.571
Estonia,EST,2020-08-16,508.22,38.97,103.0,,5.0
Estonia,EST,2020-08-17,494.36,38.52,106.0,,5.0
Estonia,EST,2020-08-18,481.0,38.46,109.0,,5.0
Estonia,EST,2020-08-19,468.13,38.81,113.0,,5.0
Estonia,EST,2020-08-20,455.7,38.96,116.0,,5.0
Estonia,EST,2020-08-21,443.67,39.26,120.0,,5.0
Estonia,EST,2020-08-22,432.0,39.88,124.0,,5.0
Estonia,EST,2020-08-23,420.66,40.44,127.0,,12.571
Estonia,EST,2020-08-24,409.64,41.34,131.0,,12.571
Estonia,EST,2020-08-25,398.92,42.99,135.0,,12.571
Estonia,EST,2020-08-26,388.49,44.94,139.0,,12.571
Estonia,EST,2020-08-27,378.36,47.21,143.0,,12.571
Estonia,EST,2020-08-28,391.45,50.33,148.0,,12.571
Estonia,EST,2020-08-29,428.89,53.98,152.0,,12.571
Estonia,EST,2020-08-30,473.32,58.1,156.0,,14.286
Estonia,EST,2020-08-31,519.24,63.04,161.0,,14.286
Estonia,EST,2020-09-01,566.13,67.81,166.0,,14.286
Estonia,EST,2020-09-02,614.93,72.34,170.0,,14.286
Estonia,EST,2020-09-03,666.73,78.18,175.0,,14.286
Estonia,EST,2020-09-04,722.37,85.48,180.0,,14.286
Estonia,EST,2020-09-05,782.47,93.41,185.0,,14.286
Estonia,EST,2020-09-06,847.49,101.07,190.0,,22.429
Estonia,EST,2020-09-07,917.85,107.83,195.0,,22.429
Estonia,EST,2020-09-08,993.95,113.1,201.0,,22.429
Estonia,EST,2020-09-09,1076.2,115.62,206.0,,22.429
Estonia,EST,2020-09-10,1165.02,115.33,212.0,,22.429
Estonia,EST,2020-09-11,1200.94,113.57,217.0,,22.429
Estonia,EST,2020-09-12,1174.71,111.16,223.0,,22.429
Estonia,EST,2020-09-13,1129.83,108.3,229.0,,22.857
Estonia,EST,2020-09-14,1083.85,105.18,235.0,,22.857
Estonia,EST,2020-09-15,1042.12,103.34,241.0,,22.857
Estonia,EST,2020-09-16,1005.07,103.75,248.0,,22.857
Estonia,EST,2020-09-17,971.71,104.7,254.0,,22.857
Estonia,EST,2020-09-18,940.9,105.08,261.0,,22.857
Estonia,EST,2020-09-19,911.84,105.16,268.0,,22.857
Estonia,EST,2020-09-20,884.03,105.13,275.0,,34.857
Estonia,EST,2020-09-21,857.19,105.88,282.0,,34.857
Estonia,EST,2020-09-22,831.19,107.29,290.0,,34.857
Estonia,EST,2020-09-23,805.97,108.49,298.0,,34.857
Estonia,EST,2020-09-24,781.5,109.9,306.0,,34.857
Estonia,EST,2020-09-25,757.79,110.51,314.0,,34.857
Estonia,EST,2020-09-26,734.84,109.54,322.0,,34.857
Estonia,EST,2020-09-27,712.6,107.9,331.0,,48.143
Estonia,EST,2020-09-28,691.02,104.72,340.0,,48.143
Estonia,EST,2020-09-29,670.1,99.81,350.0,,48.143
Estonia,EST,2020-09-30,649.82,94.62,359.0,,48.143
Estonia,EST,2020-10-01,630.15,89.03,369.0,,48.143
Estonia,EST,2020-10-02,611.09,83.54,380.0,,48.143
Estonia,EST,2020-10-03,592.62,79.21,390.0,,48.143
Estonia,EST,2020-10-04,574.73,75.86,401.0,,49.143
Estonia,EST,2020-10-05,557.38,73.6,,,49.143
Estonia,EST,2020-10-06,540.59,72.91,,,49.143
Estonia,EST,2020-10-07,524.31,74.27,,,49.143
Estonia,EST,2020-10-08,508.55,77.88,,,49.143
Estonia,EST,2020-10-09,493.27,83.43,,,49.143
Estonia,EST,2020-10-10,478.45,90.09,,,49.143
Estonia,EST,2020-10-11,464.11,98.26,,,36.429
Estonia,EST,2020-10-12,450.21,109.78,,,36.429
Estonia,EST,2020-10-13,436.76,122.81,,,36.429
